ext_id,coordinates,tags
3135941816,59.6870216 10.1155357,name:Andorsrudborgen;source:survey;tourism:attraction
3135942594,59.68376 10.101759,historic:ruins;ruins:house;source:survey
3140873428,59.4865568 10.0115541,amenity:community_centre;name:Vittingen Kulturhus
3140878841,59.489087 10.00927,amenity:school;capacity:156;email:hvittingfoss.skole@kongsberg.kommune.no;fee:no;grades:1-10;isced:level:1;2;name:Hvittingfoss barne- og ungdomsskole;operator:Kongsberg kommune;operator:type:public;phone:+47 94873028;ref:gsi:6124;ref:udir_nsr:975284719;ref:udir_nsr_old:1007445;website:http://hvittingfoss.kongsberg.kommune.no/;wikidata:Q11976259
3141309872,59.800684 10.082922,name:Damslett;operator:DNT Drammen og Omegn;tourism:wilderness_hut
3147092505,59.6742207 10.6364173,leisure:firepit
3147098046,59.7351268 10.6633043,tourism:viewpoint
3147975836,59.9908445 10.8704541,access:conditional:no @ (Apr 15-Sep 15);no @ (sunset-sunrise);leisure:firepit
3149619284,59.7399228 10.0408483,tourism:viewpoint
3149620967,59.7426854 10.0519403,tourism:viewpoint
3150451803,59.9953033 10.8999909,access:conditional:no @ (Apr 15-Sep 15);no @ (sunset-sunrise);leisure:firepit
3150534109,59.3212097 10.8124085,description:Gymsal;leisure:sports_centre
3153111678,59.660068 10.294261,historic:ruins;source:survey
3154375346,59.9318511 10.7552981,name:Bord;tourism:picnic_site
3155436490,59.9700073 10.8438944,access:conditional:no @ (Apr 15-Sep 15);no @ (sunset-sunrise);leisure:firepit
3164058344,59.8480832 10.8723235,access:conditional:no @ (Apr 15-Sep 15);no @ (sunset-sunrise);leisure:firepit
3181874056,59.9735601 10.9064398,archaeological_site:tumulus;historic:archaeological_site;lillomarkasvenner:iid:181;note:This is possibly a burial cairn but it is not confirmed. The position given by Lillomarkas Venner appears to be inaccurate (25 m south-west).;source:Lillomarkas Venner;source:position:survey
3201823532,59.9024255 10.8723912,leisure:firepit
3208292716,59.2019313 10.9520402,name:Fredrikstad Museum;tourism:museum
3234104102,59.7055794 10.8223681,description:no:Enkel bålplass på stein;leisure:firepit
3234104103,59.7119988 10.8162526,description:no:Enkel bålplass med sitteplass på tømmerstokker. Enkel gapahuk;leisure:firepit;operator:Villenga barnehage
3245792409,59.8960499 10.8121446,amenity:community_centre;name:Manglerud gård
3267735843,59.7980264 10.859121,leisure:firepit
3267735859,59.8049944 10.8549041,leisure:firepit
3269263362,59.7681945 10.5870544,image:https://photos.app.goo.gl/c4vpnB1zfT8oHy1D7;leisure:firepit
3269359796,59.7754911 10.8237195,leisure:firepit
3269493670,59.829393 10.8305871,amenity:place_of_worship;religion:buddhist
3276685512,59.7532802 10.2049455,tourism:picnic_site
3279439679,59.7975832 10.8109594,check_date:2020-12-25;leisure:firepit
3296881767,59.929775 10.561681,amenity:kindergarten;name:Bærumsmarka Fus barnehage;website:https://www.baerum.kommune.no/tjenester/barnehage/alle-barnehager/barumsmarka-fus-barnehage/
3301603863,59.2177864 10.9222278,leisure:sports_centre;name:Friskis & Svettis Mosseveien;source:survey
3309564788,59.953704 10.933088,amenity:community_centre;name:Stovner velhus;website:http://stovnervel.velnettbeta.no/
3324560761,59.232545 10.9778104,leisure:sports_centre;name:Sky Fitness Lisleby;source:opening_hours:survey
3364682950,59.95944 10.88513,amenity:fuel;automated:yes;branch:Grorud;brand:Esso;car_wash:yes;fuel:diesel:yes;fuel:octane_95:yes;fuel:octane_98:yes;name:Esso Express Grorud;opening_hours:24/7;phone:+47 67 52 24 45;ref:esso:100115112;shop:yes
3369276510,59.188256 10.203467,historic:ruins;source:survey
3369735523,59.935264 10.758287,email:post@hoppihavet.no;fee:yes;leisure:playground;name:Hopp i havet;opening_hours:Mo-Su 10:00-20:00;phone:+47 477 74747;tourism:theme_park;website:http://hoppihavet.no
3369832683,59.199035 10.196527,source:survey;tourism:picnic_site
3371007705,59.215511 10.942277,amenity:fuel;automated:yes;branch:Apenesgaten;brand:Esso;fuel:diesel:yes;fuel:octane_95:yes;fuel:taxfree_diesel:yes;name:Esso Express Apenesgaten;opening_hours:24/7;phone:+47 67522445;ref:esso:100115358
3373337931,59.7332267 10.1125006,man_made:tower;source:Kartverket Luftfartshindre;tower:type:radar
3376463801,59.2066485 10.9690552,amenity:fountain
3376919377,59.1693979 10.9249909,leisure:firepit
3398066395,59.7113661 10.7954802,description:no:Enkel bålplass. Tømmerstokker til å sitte på.;leisure:firepit
3416696285,59.955097 10.9074501,leisure:park;name:Rommensletta skulpturpark;wikidata:Q19386921
3420297348,59.8404175 10.8899471,dnt:classification:ubetjent;dnt:lock:yes;ele:187;name:Dølerud;network:Den Norske Turistforening;operator:DNT Oslo og Omegn;ref:kartverket:hytte:1537;tourism:wilderness_hut
3428599995,59.8335785 10.4374656,amenity:clock;date:yes;display:digital;man_made:monitoring_station;monitoring:bicycle:yes;name:Bleikerveien;source:bing:orto;start_date:2013;support:pole;visibility:street;website:http://asker-stasjon.visio-tools.com/
3428599996,59.926366 10.6155671,amenity:clock;check_date:2021-08-05;date:yes;display:digital;man_made:monitoring_station;monitoring:bicycle:yes;name:Bærumsveien;source:bing:orto;start_date:2013;support:pole;visibility:street;website:http://www.eco-public.com/public2/?id=100010274
3431324500,59.9531654 10.7568229,amenity:clock;date:yes;display:digital;man_made:monitoring_station;monitoring:bicycle:yes;name:Kaj Munks vei;source:bing:orto;start_date:2013;support:pole;visibility:street;website:http://www.eco-public.com/public2/?id=100010268
3431324501,59.8845661 10.7686969,amenity:clock;date:yes;display:digital;man_made:monitoring_station;monitoring:bicycle:yes;name:Mosseveien;source:bing:orto;start_date:2013;support:pole;visibility:street;website:http://www.eco-public.com/public2/?id=100011852
3431324503,59.8082896 10.8061348,amenity:clock;check_date:2022-03-04;date:yes;display:digital;man_made:monitoring_station;monitoring:bicycle:yes;name:Skiveien;source:bing:orto;start_date:2013;support:pole;visibility:street;website:http://www.eco-public.com/public2/?id=100010273
3431324504,59.9135621 10.8019485,amenity:clock;date:yes;display:digital;man_made:monitoring_station;monitoring:bicycle:yes;name:Strømsveien;source:bing:orto;start_date:2013;support:pole;visibility:street;website:http://www.eco-public.com/public2/?id=100010269
3431324506,59.9457495 10.8451616,amenity:clock;date:yes;display:digital;man_made:monitoring_station;monitoring:bicycle:yes;name:Trondheimsveien;source:bing:orto;start_date:2013;support:pole;visibility:street;website:http://www.eco-public.com/public2/?id=100011851
3431737111,59.2194781 10.9207221,amenity:clock;date:yes;display:digital;man_made:monitoring_station;monitoring:bicycle:yes;name:Mosseveien;source:bing:orto;start_date:2013;support:pole;visibility:street;website:http://www.eco-public.com/public2/?id=100011854
3436417125,59.941688 10.75708,amenity:kindergarten;name:Bjølsen barnehage;phone:+47 23474940;website:https://www.oslo.kommune.no/barnehage/alle-barnehager-i-oslo/bjolsen-barnehage/
3450992493,59.9687605 10.6885538,ele:234;leisure:firepit
3452122827,59.8433166 10.8518054,leisure:firepit
3452140311,59.8355696 10.852984,leisure:firepit
3454575214,59.9263853 10.7084137,amenity:theatre;name:Annes Dukketeater
3454582821,59.9237749 10.704997,historic:memorial;image:https://photos.app.goo.gl/2t4KgFwrg93rFygDA;mapillary:796129404350674;memorial:bust;name:Lincoln
3455133513,59.8985468 10.5554887,historic:milestone
3460310896,59.8875718 10.5575129,ref:18;tourism:artwork
3460310917,59.8889719 10.5543988,artist_name:Kai Nielsen;artwork_type:sculpture;image:https://images.mapillary.com/fyLcbpqUJNZgPCwHk-xPWA/thumb-2048.jpg;mapillary:167393075211689;name:Zeus og lo 1918-1920;ref:3;tourism:artwork
3461290915,59.8875013 10.5565277,ref:14;tourism:artwork
3464139039,59.8999101 10.595479,historic:monument
3465536935,59.3365884 10.979275,leisure:firepit
3468222882,59.9410583 10.5939181,check_date:2021-05-03;leisure:firepit
3472133278,59.9108569 10.5931396,name:Galleri Skallum;tourism:gallery;website:galleriskallum.no
3473606696,59.9379334 10.75115,historic:monument;name:Cay-Cay Tren-Tren
3475482989,59.8929011 10.5227267,historic:monument;name:Leif Tronstad
3481101417,59.7235415 10.354652,tourism:viewpoint
3487992631,59.8992831 10.5946092,tourism:artwork
3527082736,59.725896 10.3679833,name:Annillatoppen;tourism:viewpoint
3533737784,59.9122646 10.7601726,artist_name:Tone Thiis Schjetne;artwork_type:sculpture;tourism:artwork
3555758925,59.999162 10.300561,historic:ruins;name:Etcetera
3565248226,59.6871751 10.6451683,leisure:firepit
3577569859,59.7425632 10.207015,leisure:sports_centre;name:Massasjehelse
3597243493,59.6749755 10.6388139,amenity:shelter;leisure:firepit;shelter_type:lean_to
3597243546,59.7863272 10.0571933,leisure:firepit
3609141951,59.23754 10.966478,amenity:fuel;automated:yes;branch:Råbekken;brand:Uno-X;compressed_air:no;email:automat@unox.no;fuel:diesel:yes;fuel:octane_95:yes;name:Uno-X Råbekken;opening_hours:24/7;ref:unox:791
3616131926,59.681842 10.6638252,leisure:firepit
3649410405,59.4832602 10.6470401,name:Bjørnåsen;tourism:viewpoint
3653814496,59.2325571 10.9469226,tourism:picnic_site
3653814497,59.2321197 10.947644,tourism:picnic_site
3653814498,59.2298073 10.9436395,tourism:picnic_site
3655934652,59.9341584 10.7239627,amenity:bbq;tourism:picnic_site
3658035770,59.9314882 10.8098039,artwork_type:sculpture;tourism:artwork
3663314301,59.962711 10.642395,caravans:yes;drinking_water:yes;int_name:Acc4813;name:Bogstad Camp & Turistsenter;name:de:Bogstad Camping Oslo;power_supply:yes;shower:yes;stars:3;tents:yes;toilets:yes;tourism:camp_site;website:https://bogstadcamping.no/;wikidata:Q17750699
3663314570,59.750675 10.13426,int_name:Acc5692;name:Drammen Camping;phone:+47 32 82 17 98;stars:3;tourism:camp_site;website:https://www.drammencamping.no/
3663314598,59.184607 10.901897,cabins:yes;caravans:yes;int_name:Acc6206;name:Enhus Camping;phone:+47 69 34 01 20;+47 907 92 641;tents:yes;tourism:camp_site
3663314974,59.38992 10.653337,int_name:Acc6073;name:Fuglevik Camping;phone:+47 69 26 50 89;tourism:camp_site
3663314975,59.317858 10.756012,int_name:Acc6318;name:Fuglevikstranda Familiecamping;phone:+47 908 28 670;tourism:camp_site;website:https://fuglevikstranda.no/
3663314984,59.273048 10.491276,fax:+47 33 35 70 01;int_name:Acc5124;name:Furustrand camping;phone:+47 33 35 70 00;stars:4;tourism:camp_site;website:https://furustrand.no/
3663315023,59.088316 10.221476,int_name:Acc6344;name:Granholmen Camping AS;phone:+47 33 45 81 77;tourism:camp_site
3663315308,59.311466 10.729499,int_name:Acc5232;name:Hestholmen Camping;tourism:camp_site
3663315329,59.558724 10.237186,int_name:Acc6342;name:Holmsåsen Kiosk og Camping;phone:+47 954 66694;tourism:camp_site
3663315333,59.599937 10.404041,int_name:Acc5056;name:Homannsberget Camping;phone:+47 33 77 25 63;stars:3;tourism:camp_site;website:https://homannsberget.no/
3663315349,59.315592 10.727992,int_name:Acc6319;name:Huseby Camping;phone:+47 905 45 689;tourism:camp_site;website:http://www.husebycamping.no/
3663315352,59.079968 10.928019,cabins:yes;caravans:yes;int_name:Acc5308;name:Hvaler Camping;phone:+47 414 94 993;tents:yes;tourism:camp_site;website:http://www.hvalercamping.com
3663315390,59.318904 10.754719,int_name:Acc6320;name:Kjærringholmen familiecamping;phone:+47 69 28 00 76;tourism:camp_site
3663315424,59.08305 10.449992,int_name:Acc6686;name:Kruge Leirskole Og Hytteutleie;phone:+47 33 39 30 10;+47 917 71 466;tourism:camp_site;website:http://krugeleirskole.tjome.kommune.no
3663315549,59.079083 10.262225,int_name:Acc6345;name:Langeby;phone:+47 33 47 37 58;tourism:camp_site;website:https://www.langeby.no/
3663315561,59.310423 10.686167,int_name:Acc4874;name:Larkollen Camping;phone:+47 69 26 31 94;stars:3;tourism:camp_site;website:http://larkollen-camping.no
3663315579,59.077867 10.953511,int_name:Acc6484;name:Listranda Camping;phone:+47 69 37 64 13;tourism:camp_site
3663315610,59.446711 10.439307,int_name:Acc6170;name:Løvøya Camping & Båthavn;phone:+47 33 07 86 54;tourism:camp_site;website:http://www.lovoya-camping.no
3663315964,59.078527 10.393092,int_name:Acc6426;name:Mostranda Camping;phone:+47 33 39 07 10;tourism:camp_site;website:http://www.mostrandacamping.no
3663315969,59.101835 10.933607,int_name:Acc5140;name:Myrvold Feriehjem;phone:+47 476 08 554;tourism:camp_site;website:http://www.fellesforbundetavd2.no/myrvold.htm
3663315981,59.977362 10.020102,int_name:Acc4931;name:Natvedt Camping;phone:+47 32 78 73 55;stars:3;tourism:camp_site
3663315989,59.482127 10.641154,int_name:Acc4998;name:Nes Camping;phone:+47 69 27 01 76;stars:3;tourism:camp_site;website:https://nescamping.no/
3663315990,59.998762 10.278954,int_name:Acc6738;name:Nes Leirplass;phone:+47 32 160621;tourism:camp_site
3663316191,59.085887 10.414859,int_name:Acc6427;name:Scandic Havna Camping;phone:+47 33 30 30 00;tourism:camp_site
3663316217,59.397659 10.476359,int_name:Acc6171;name:Rørestrand Camping;phone:+47 33 07 33 40;stars:3;tourism:camp_site;website:https://www.rorestrandcamping.no/
3663316222,59.315684 10.762419,int_name:Acc6776;name:Røstad Familiecamping;phone:+47 69 28 00 18;+47 911 63 863;tourism:camp_site;website:https://www.rostadcamping.no/
3663316383,59.086336 10.260405,int_name:Acc5213;name:Sjøbakken Camping;phone:+47 412 11 632;tourism:camp_site;website:http://www.sjobakken.no/
3663316386,59.478111 10.661331,contact:email:bestilling.sjohaug@naturist.no;int_name:Acc5325;name:Sjøhaug Naturistsenter;phone:+47 900 49 354;tourism:camp_site;website:https://www.scandinavianaturist.org/
3663316745,59.141304 10.292487,int_name:Acc5062;name:Solløkka Camping Og Leirsted;note:Closed?;stars:2;tourism:camp_site
3663317135,59.134382 10.381906,int_name:Acc6428;name:Svelvikstranda Camping;phone:+47 971 49 248;tourism:camp_site;website:http://www.svelvikstrandacamping.com
3663317730,59.318227 10.98071,contact:email:post@utnecamping.no;contact:fax:+47 69147419;int_name:Acc4811;name:Utne Camping;phone:+47 69147126;stars:2;tourism:camp_site;website:https://utnecamping.no/
3663317762,59.628718 10.732508,int_name:Acc5975;name:Vestby Hyttepark;phone:+47 64 95 98 00;tourism:camp_site;website:http://www.vestbyhyttepark.no
3663317803,59.07129 10.259755,int_name:Acc6346;name:Vøra Camping og Badeplass;phone:+47 33 47 37 70;tourism:camp_site;website:http://www.xn--vracamping-0cb.no
3665751734,59.2371175 10.9590158,tourism:picnic_site
3666387223,59.202975 10.955577,name:Gamlebyen modelljernbanesenter;tourism:theme_park;website:https://www.gbmj.no/index.html
3670379673,59.2331598 10.964465,fireplace:yes;tourism:picnic_site
3672246065,59.7025557 10.5629824,leisure:firepit
3672247359,59.7013727 10.5556491,leisure:firepit
3672452112,59.42177 10.5924544,name:Rødsåsen;tourism:viewpoint
3677324540,59.9387515 10.6149469,historic:monument
3679537727,59.930062 10.868445,"brand:Radisson;brand:wikidata:Q1751979;brand:wikipedia:en:Radisson Hotels;name:Radisson Blue Hotel & Conference Center, Oslo Alna;operator:Radisson;phone:23287700;short_name:Radisson Blu Alna;tourism:hotel;website:https://www.parkinnhotell.no/hotel-osloalna"
3681342328,59.9659906 10.9243867,artist_name:Knut Skinnarland;artwork_type:sculpture;name:Bjørn;tourism:artwork
3682978410,59.9639513 10.9222322,amenity:kindergarten;capacity:54;max_age:5;min_age:1;name:Vestlisletta barnehage;no-barnehage:nsrid:975291820;operator:Oslo kommune;operator:type:public
3682978412,59.968155 10.9232146,artist_name:Vald Fehengdal;artwork_type:sculpture;name:Bente;tourism:artwork
3686174950,59.4846053 10.8319604,man_made:tower;name:Våler varde;tourism:viewpoint;tower:type:observation
3686214866,59.4636773 10.982978,name:Svinndal varde;tourism:viewpoint
3687057903,59.8564322 10.2968737,tourism:viewpoint
3692730353,59.2731488 10.4039869,tourism:picnic_site
3692730445,59.0459823 10.0523526,tourism:picnic_site
3692730449,59.0404378 10.0683636,amenity:fuel;automated:yes;branch:Gloppe;brand:Shell;fuel:diesel:yes;fuel:octane_95:yes;hgv:yes;name:Shell Express Gloppe;opening_hours:24/7;phone:+47 22665600;ref:st1:9059
3693822163,59.8333239 10.2894522,historic:ruins
3700039825,59.8959282 10.7235981,source:Bing;tourism:viewpoint
3701634991,59.9724211 10.9269705,artist_name:Dagfin Kjølsrud;artwork_type:sculpture;name:Akrobater;tourism:artwork
3703784393,59.888084 10.7919503,leisure:firepit
3706869655,59.9724205 10.9282564,artist_name:Solveyg Schaffeier;artwork_type:sculpture;name:Gutt med trillebår;tourism:artwork
3707899353,59.34485 10.90815,amenity:fuel;automated:yes;branch:Lundeby;brand:Circle K;fuel:HGV_diesel:yes;fuel:diesel:yes;fuel:octane_95:yes;hgv:yes;name:Circle K Automat Lundeby;opening_hours:24/7;phone:+4722962530;ref:circlek:51125
3708299520,59.919406 10.7192112,artist:Gunnar Utsond;historic:memorial;image:https://photos.app.goo.gl/N211zoKgWMGaaH52A;mapillary:860157321245210;memorial:statue;name:Johan Sebastian Welhaven 1807-1873;wikidata:Q954720;wikipedia:no:Johan Sebastian Welhaven
3709086047,59.7026455 10.8086176,man_made:tower;tower:type:observation
3717577240,59.1357329 10.2085516,amenity:place_of_worship;denomination:lutheran;name:Misjonssalen Sandefjord;religion:christian;website:http://misjonssalensandefjord.no
3717594409,59.142963 10.1978635,amenity:place_of_worship;denomination:lutheran;name:Moe kirke;religion:christian
3719368741,59.967096 10.923311,amenity:kindergarten;capacity:55;max_age:5;min_age:1;name:Gullberget barnehage;no-barnehage:nsrid:991964118;operator:Oslo kommune;operator:type:public;phone:22106688;website:https://www.oslo.kommune.no/barnehage/alle-barnehager-i-oslo/gullberget-barnehage/
3725012224,59.950012 10.7647164,artist_name:Ørnulf Bast;date:1968;historic:memorial;memorial:bust;name:Gunnar Schjelderup
3725013326,59.9389019 10.7588362,artist_name:Asbjørg Borgfeldt;date:1946;historic:memorial;memorial:stone;name:Ole Dehli
3729794925,59.9079628 10.7615216,fee:yes;name:Kunsthall Oslo;opening_hours:Tu-Su 12:00-17:00;tourism:gallery
3730935348,59.4478702 10.4003702,ele:113;name:Slettefjell;tourism:viewpoint
3738702203,59.7594334 10.0075467,leisure:sports_centre;sport:multi
3741641336,59.960892 10.928123,alt_name:Stovnerhallen;leisure:sports_centre;name:Stovner idrettshall
3742418538,59.724757 10.35022,name:Høgåsen;tourism:picnic_site
3748024770,59.9088252 10.8045173,amenity:kindergarten;capacity:124;max_age:5;min_age:1;name:Etterstadjordet barnehage;no-barnehage:nsrid:994004956;operator:Oslo kommune;operator:type:public
3748046384,59.907634 10.8045949,tourism:picnic_site
3748075037,59.9474441 10.7281596,historic:monument
3750795637,59.7826699 10.0007446,tourism:viewpoint
3750887132,59.7794569 10.0153226,leisure:firepit;source:survey
3750887133,59.7720156 10.0111844,leisure:firepit;source:survey
3750890548,59.7731191 10.0128606,source:local-knowledge;tourism:viewpoint
3756494515,59.9614766 10.9279398,artwork_type:sculpture;tourism:artwork
3756881235,59.758106 10.006944,amenity:fuel;automated:yes;branch:Krokstadelva;brand:Circle K;email:57077@circlekeurope.com;fuel:HGV_diesel:yes;fuel:diesel:yes;fuel:octane_95:yes;hgv:yes;name:Circle K Automat Krokstadelva;opening_hours:24/7;phone:+4722962530;ref:circlek:57077
3760598926,59.7685058 10.0210277,leisure:firepit
3768066725,59.9749417 10.9283047,artist_name:Skule Waksvik;artwork_type:sculpture;name:Reinsdyr;tourism:artwork
3770202929,59.3890611 10.040088,dnt:lock:yes;fee:yes;name:Hoggerstua;network:Den norske Turistforening;operator:Tønsberg og Omegn Turistforening;ref:kartverket:hytte:1509;ssr:stedsnr:527887;ssr:type:turisthytte;tourism:wilderness_hut;website:https://ut.no/hytte/101005/hoggerstua-pa-lindsverkseter
3770368946,59.755242 10.133412,amenity:fuel;automated:yes;branch:Farmen;brand:Esso;brand:wikidata:Q2350336;brand:wikipedia:nl:Esso Express;fuel:diesel:yes;fuel:octane_95:yes;fuel:octane_98:yes;name:Esso Farmen;opening_hours:24/7;phone:+47 90861782;ref:esso:100115022
3770368947,59.7658659 10.1154227,description:Length: 1300 m Width: 8 - 15 m Height: up to 50 m;name:Kjøsterudjuvet;natural:gorge;tourism:attraction
3774778817,59.13509 10.21872,amenity:fuel;automated:yes;branch:Nybyen;brand:Circle K;email:dshelpno@circlekeurope.com;fuel:diesel:yes;fuel:octane_95:yes;name:Circle K Automat Nybyen;opening_hours:24/7;phone:+4722962530;ref:circlek:51713
3778445901,59.7505275 10.0097089,amenity:bank;atm:yes;branch:Mjøndalen;brand:Sparebanken Øst;name:Sparebanken Øst Mjøndalen;opening_hours:Mo-Fr 10:00-15:00;ref:bankorg:973137174;wheelchair:yes
3779605066,59.972952 10.930181,amenity:kindergarten;name:Vestlitoppen barnehage
3785007321,59.7659359 10.0266942,tourism:viewpoint
3790178058,59.9316106 10.7916625,artist_name:Jim Dine;artwork_type:sculpture;name:Bruderovet;tourism:artwork
3794258567,59.886995 10.5160704,tourism:viewpoint
3795791383,59.741874 10.1596617,amenity:bank;atm:yes;branch:Gulskogen;brand:Sparebanken Øst;gulskogen:shop_num:123;level:0;name:Sparebanken Øst Gulskogen;ref:bankorg:980819426
3798582189,59.7630521 10.0135372,leisure:firepit
3798582190,59.7626747 10.0151398,tourism:viewpoint
3800948034,59.9292368 10.5079354,historic:ruins
3800948402,59.9349939 10.5099651,leisure:firepit
3801155313,59.7615007 10.0457871,tourism:viewpoint
3812156836,59.225468 10.405611,amenity:school;capacity:493;email:borgheim.ungdomsskole@faerder.kommune.no;fee:no;grades:8-10;isced:level:2;name:Borgheim ungdomsskole;operator:Færder kommune;operator:type:public;phone:+47 33390000;ref:gsi:7049;ref:udir_nsr:975271250;ref:udir_nsr_old:1006425;website:http://borgheimungdomsskole.no/
3812803989,59.7365536 10.1596029,leisure:firepit
3812806682,59.7377578 10.1672244,leisure:firepit
3816276848,59.9581994 10.9351067,amenity:kindergarten;capacity:53;max_age:5;min_age:1;name:Vesthellinga barnehage;no-barnehage:nsrid:975298310;operator:Oslo kommune;operator:type:public
3817927795,59.9295733 10.5014798,amenity:kindergarten
3820464420,59.9347338 10.5065592,communication:radio:yes;man_made:tower;operator:Forsvaret;tower:construction:lattice;tower:type:communication
3826138159,59.9527389 10.4709256,tourism:viewpoint
3826138160,59.945549 10.4662746,name:Haugskollen;tourism:viewpoint
3826138383,59.9551494 10.4598752,tourism:viewpoint
3826138457,59.9529981 10.4698474,tourism:viewpoint
3826795754,59.7392253 10.0949538,leisure:firepit
3830640328,59.9350641 10.487974,name:St. Olaven;tourism:viewpoint
3830643480,59.9356513 10.4832817,ele:275;tourism:viewpoint
3830645313,59.9368574 10.4790867,tourism:viewpoint
3830703970,59.9489485 10.4656127,name:Trulsrudkollen;tourism:viewpoint
3830741669,59.9317807 10.5073381,name:St. Olaven;tourism:viewpoint
3859538410,59.3804537 10.5251703,amenity:school
3861289511,59.2624875 10.975389,leisure:firepit
3861289514,59.263474 10.9776306,leisure:firepit
3861289517,59.2657747 10.9749264,leisure:firepit
3876761814,59.9519056 10.4669572,tourism:viewpoint
3885892500,59.9503008 10.4654097,historic:ruins
3885899976,59.9560032 10.4602759,historic:ruins
3889537477,59.791524 10.2844839,tourism:viewpoint
3902873399,59.8947345 10.6307604,artwork_type:installation;image:https://photos.app.goo.gl/nUzqK86KVGUXPD5LA;mapillary:459101455190937;tourism:artwork;wikidata:Q365691;wikipedia:fr:Olafur Eliasson
3912251308,59.9345829 10.7214885,amenity:kindergarten;capacity:75;contact:website:https://www.oslo.kommune.no/barnehage/alle-barnehager-i-oslo/tusentrippen-barnehage/;max_age:5;min_age:1;name:Tusentrippen barnehage;no-barnehage:nsrid:992968028;operator:Oslo kommune;operator:type:public;start_date:2008-08-01
3913110422,59.8921717 10.8796707,historic:memorial;memorial:war_memorial
3974430264,59.458328 10.6185287,tourism:viewpoint
3974430605,59.4596951 10.6190221,tourism:viewpoint
3993499125,59.9169024 10.8144842,artwork_type:sculpture;tourism:artwork
4022400439,59.7844991 10.7932678,ele:171;name:Byåsen;tourism:viewpoint;wheelchair:no
4031473558,59.8512346 10.8778245,leisure:picnic_table;tourism:picnic_site
4036602949,59.8111551 10.2679507,"access:yes;amenity:library;name:Lier bibliotek, Tranby avdeling;phone:+47 32 85 04 15;ref:isil:NO-2062612;website:https://lierbib.no"
4041291900,59.9201786 10.8783625,leisure:picnic_table;tourism:picnic_site
4080412640,59.8239368 10.7955151,archaeological_site:fortification;board_type:history;fortification_type:hill_fort;historic:archaeological_site;information:board;tourism:information
4117205666,59.7953976 10.7896993,tourism:viewpoint
4121569895,59.751895 10.74181,leisure:firepit
4133908200,59.603703 10.708292,amenity:kindergarten;capacity:83;contact:phone:+47 93214990;contact:website:http://www.vestby.kommune.no/pepperstad-barnehage.76458.no.html;max_age:5;min_age:1;name:Pepperstadmarka barnehage;no-barnehage:nsrid:975301656;operator:Vestby kommune;operator:type:public;start_date:1988-04-01
4138769706,59.0744054 10.4138351,historic:fort;military:barracks;name:Torås fort;old_name:MKB 4./501 Toraas
4141671709,59.2515258 10.392315,tourism:viewpoint
4143580413,59.7556237 10.7258025,tourism:viewpoint
4143580414,59.7566923 10.7370021,natural:giants_kettle;tourism:attraction
4158486703,59.976197 10.921081,name:Oslo klatrepark;tourism:theme_park;website:https://www.osloklatrepark.no/
4173437212,59.605344 10.379431,source:survey;tourism:picnic_site
4175504169,59.622583 10.352205,source:survey;tourism:viewpoint
4176983389,59.220038 10.9024647,name:Fjellhesten;tourism:viewpoint
4185914960,59.7555107 10.063389,leisure:firepit
4189580166,59.8905404 10.633818,name:Grillområde;tourism:picnic_site
4195789324,59.7400293 10.2029686,amenity:fountain;drinking_water:no;fountain:decorative;image:https://upload.wikimedia.org/wikipedia/commons/3/37/Vannpaviljongen_Waterice_fontene.jpg;lit:yes;mapillary:856338151620467;name:Vannpaviljongen Waterice;operator:Drammen kommune
4198347729,59.9164502 10.5880116,amenity:fountain
4198738291,59.902161 10.754236,amenity:kindergarten;capacity:117;max_age:5;min_age:1;name:Sørenga barnehage;no-barnehage:nsrid:998754461;operator:Oslo kommune;operator:type:public
4203084411,59.5446061 10.3201848,tourism:viewpoint
4203084412,59.637845 10.171234,name:Søndre Fjellskar;tourism:viewpoint
4212507795,59.298499 10.775447,amenity:place_of_worship;name:Effata bedehus;religion:christian;website:https://effata.no/
4219868671,59.7826722 10.0026304,leisure:firepit
4226129090,59.0686795 10.2555638,name:Kværnstua;operator:IOGT Sandefjord;tourism:caravan_site
4238186250,59.9602031 10.9181033,artwork_type:sculpture;tourism:artwork
4245867434,59.629231 10.3704521,historic:ruins;source:survey
4271393204,59.5248554 10.4218648,man_made:tower;name:Rødtangen klokketårn;tower:type:bell_tower
4279101565,59.0908991 10.1008612,amenity:place_of_worship;denomination:lutheran;name:Verningen bedehus;religion:christian
4279109632,59.0535538 10.1237486,amenity:place_of_worship;denomination:lutheran;name:Vollen Misjonshus;religion:christian
4286589377,59.907015 10.7353598,tourism:viewpoint
4286589378,59.8995615 10.7610627,tourism:viewpoint
4286589380,59.9077904 10.7538835,layer:2;tourism:viewpoint;wheelchair:yes
4286589382,59.9034044 10.7540137,tourism:viewpoint
4289063872,59.9145136 10.7187088,amenity:fountain
4290849130,59.488578 10.865473,alt_name:Våler kommunehus;Våler i Viken;amenity:townhall;email:postmottak@valer-of.kommune.no;name:Våler herredshus;opening_hours:Mo-Fr 08:00-15:00;phone:69289100;ref:3018;website:https://valer-of.kommune.no/
4290849722,59.461781 10.7661833,name:Rødsund;tourism:viewpoint
4304654315,59.595942 10.037639,amenity:fuel;brand:Eidsfoss Bensin;description:Etablert 1925;fuel:diesel:yes;fuel:octane_95:yes;fuel:taxfree_diesel:yes;name:Eidsfoss Bensin
