ext_id,coordinates,tags
node/2657407693,42.6544973 23.4111704,departures_board:realtime;highway:bus_stop;int_name:Depo Iskar;name:Депо Искър;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0517;shelter:no;trolleybus:yes
node/2657412407,42.6557204 23.4073026,highway:bus_stop;int_name:bl. 170 zh.k. Druzhba-1;name:бл. 170 ж.к. Дружба-1;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0146;trolleybus:yes
node/2657414250,42.6564558 23.4057146,departures_board:realtime;highway:bus_stop;int_name:bl. 170 zh.k. Druzhba-1;name:бл. 170 ж.к. Дружба-1;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0147;shelter:yes;trolleybus:yes
node/2657415078,42.6573749 23.4027588,highway:bus_stop;int_name:bl. 162 zh.k. Druzhba-1;name:бл. 162 ж.к. Дружба-1;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0144;shelter:no;trolleybus:yes
node/2657415152,42.6581328 23.4022118,bus:yes;highway:bus_stop;int_name:bl. 162 zh.k. Druzhba-1;name:бл. 162 ж.к. Дружба-1;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0145
node/2657416718,42.6620994 23.4048752,bench:no;bin:yes;bus:yes;highway:bus_stop;int_name:ul. Iliya Beshkov;name:ул. Илия Бешков;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1959;shelter:no
node/2657448972,42.6895389 23.3056765,bench:yes;bin:yes;bus:yes;highway:bus_stop;int_name:MBALSM Pirogov;lit:yes;name:УМБАЛСМ Пирогов;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0760;shelter:no;wheelchair:limited
node/2658251454,42.6981077 23.335015,bench:no;bin:yes;bus:yes;departures_board:realtime;highway:bus_stop;int_name:Pametnika Levski;lit:yes;name:пл. Васил Левски;name:bg:пл. Васил Левски;name:en:Pl. Vasil Levski;network:Градски транспорт София;network:wikidata:Q124360139;old_name:Паметника Левски;public_transport:platform;ref:1241;shelter:no;trolleybus:yes;wheelchair:limited
node/2658282907,42.7037817 23.347053,bus:yes;highway:bus_stop;int_name:ul. Panayot Hitov;name:ул. Панайот Хитов;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2106;trolleybus:yes
node/2658376417,42.6783548 23.2907289,bench:no;bin:yes;departures_board:realtime;highway:bus_stop;int_name:ul. Doyran;lit:yes;name:ул. Дойран;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1936;shelter:no;trolleybus:yes
node/2658376420,42.6786315 23.2922338,bench:yes;bin:yes;departures_board:realtime;highway:bus_stop;int_name:ul. Doyran;lit:yes;name:ул. Дойран;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1935;shelter:yes;tactile_paving:no;trolleybus:yes
node/2658404015,42.6652951 23.2753107,bench:yes;bin:yes;bus:yes;departures_board:realtime;highway:bus_stop;int_name:ul. Vihren;name:ул. Вихрен;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1875;shelter:yes;trolleybus:yes
node/2658451035,42.6712782 23.3704705,bench:no;bin:yes;bus:yes;highway:bus_stop;int_name:Sportna zala Arena Armeets;lit:yes;name:Спортна зала Арена Армеец;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2616;shelter:no;trolleybus:yes;wheelchair:limited
node/2658454449,42.6744828 23.3752342,bench:yes;bin:yes;bus:yes;highway:bus_stop;int_name:SK TsSKA;lit:yes;name:СК ЦСКА;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1151;shelter:yes;trolleybus:yes;wheelchair:limited
node/2660319163,42.7058367 23.30733,bus:yes;departures_board:realtime;highway:bus_stop;int_name:zh.k. Banishora;name:ж.к. Банишора;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0804;shelter:no;trolleybus:yes;website:https://www.sofiatraffic.bg/bg/transport/virtual-tables/0804;wheelchair:limited
node/2660336150,42.715882 23.2677602,bus:yes;highway:bus_stop;int_name:ul. Gen. Nikola Genev;name:ул. Ген. Никола Генев;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1895;shelter:no
node/2661034540,41.7283628 24.599322,alt_name:Св. Марина;amenity:place_of_worship;building:chapel;denomination:orthodox;name:Параклис;religion:christian
node/2661384898,42.6889153 23.3231226,bench:no;bin:yes;highway:bus_stop;int_name:Parva gradska bolnitsa;lit:yes;name:Първа градска болница;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1422;shelter:no;trolleybus:yes;wheelchair:yes
node/2661414270,42.6995177 23.329565,bench:no;bin:yes;departures_board:realtime;highway:bus_stop;int_name:ul. Iskar;lit:yes;name:ул. Искър;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1962;shelter:no;trolleybus:yes
node/2661421965,42.7031629 23.3289423,bench:no;bin:yes;departures_board:realtime;highway:bus_stop;int_name:ul. Pop Bogomil;lit:yes;name:ул. Поп Богомил;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2122;shelter:no;trolleybus:yes
node/2661426906,42.7077919 23.3297688,bench:no;bin:yes;highway:bus_stop;int_name:ul. Dunav;lit:yes;name:ул. Дунав;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1941;shelter:no;trolleybus:yes
node/2661469008,43.6540392 28.028291,amenity:fountain
node/2661758297,42.6732773 23.3863505,departures_board:realtime;highway:bus_stop;int_name:ul. Kap. D. Spisarevski;name:ул. Кап. Д. Списаревски;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1983;shelter:yes;trolleybus:yes
node/2661759663,42.6716686 23.3867917,highway:bus_stop;int_name:ul. Kap. D. Spisarevski;name:ул. Кап. Д. Списаревски;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1986;trolleybus:yes
node/2661766802,42.6677461 23.3864162,bench:yes;bin:yes;highway:bus_stop;int_name:bl. 98 zh.k. Druzhba-1;lit:yes;name:бл. 98 ж.к. Дружба-1;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0257;shelter:yes;trolleybus:yes
node/2661892418,42.6418705 23.402671,bus:yes;highway:bus_stop;int_name:Triagalnika kv. Gorublyane;name:Триъгълника кв. Горубляне;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1779
node/2661895560,42.6389959 23.4060106,bench:no;bin:no;bus:yes;highway:bus_stop;int_name:ul. Inzh. Georgi Belov;lit:yes;name:ул. Инж. Георги Белов;name:bg:ул. Инж. Георги Белов;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0777;shelter:no
node/2661895561,42.6384259 23.4062153,bin:yes;bus:yes;highway:bus_stop;int_name:ul. Inzh. Georgi Belov;lit:yes;name:ул. Инж. Георги Белов;name:bg:ул. Инж. Георги Белов;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0778;shelter:yes
node/2661896278,42.633826 23.4092118,bus:yes;highway:bus_stop;int_name:ul. Tsvetna Gradina;name:ул. Цветна Градина;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2256
node/2661896279,42.6327823 23.4090401,bus:yes;highway:bus_stop;int_name:ul. Tsvetna Gradina;name:ул. Цветна Градина;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2257
node/2661898905,42.6283775 23.4079511,bus:yes;highway:bus_stop;int_name:kv. Gorublyane;name:кв. Горубляне;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0830
node/2661898910,42.6281171 23.4075569,bus:yes;highway:bus_stop;int_name:kv. Gorublyane;name:кв. Горубляне;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0831
node/2661905699,42.6231958 23.4053966,bus:yes;highway:bus_stop;int_name:Okolovrasten pat;name:Околовръстен път;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1182;shelter:yes
node/2661914090,42.6174101 23.4022461,bench:no;bus:yes;highway:bus_stop;int_name:SBA;name:СБА;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1503;request_stop:yes;shelter:no
node/2661914102,42.617114 23.4019269,bus:yes;highway:bus_stop;int_name:SBA;name:СБА;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1504;request_stop:yes
node/2661939375,42.6028831 23.4025166,bus:yes;highway:bus_stop;int_name:Banyata Pancharevo;name:Банята Панчарево;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0102;request_stop:yes;shelter:no
node/2661958731,42.587901 23.4199894,bus:yes;highway:bus_stop;int_name:Plazha Pancharevo;name:Плажа Панчарево;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1335;request_stop:yes
node/2661965882,42.5816368 23.421816,highway:bus_stop;int_name:ul. Latinka;name:ул. Латинка;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2020
node/2661966965,42.5795591 23.4182299,highway:bus_stop;int_name:ul. Tsar Ivan Shishman;name:ул. Цар Иван Шишман;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1665
node/2661967671,42.5786859 23.415497,bench:no;bin:yes;highway:bus_stop;int_name:ul. Tsar Ivan Asen II;lit:yes;name:ул. Цар Иван Асен ІІ;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1364;shelter:no
node/2662053484,42.638296 23.4123943,bus:yes;highway:bus_stop;int_name:Gorublyansko hanche;name:Горублянско ханче;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0500
node/2662053500,42.638815 23.412228,bench:yes;bin:yes;bus:yes;highway:bus_stop;int_name:Gorublyansko hanche;lit:yes;name:Горублянско ханче;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0499;shelter:yes
node/2662059036,42.6358137 23.4268774,bus:yes;highway:bus_stop;int_name:Razklona za s. German;name:Разклона за с. Герман;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1426
node/2662059040,42.6361788 23.4266582,bench:no;bin:yes;bus:yes;highway:bus_stop;int_name:Razklona za s. German;name:Разклона за с. Герман;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1429;shelter:no
node/2662061100,42.6328322 23.4276426,bus:yes;highway:bus_stop;int_name:Koriyata;name:Корията;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0972
node/2662062892,42.6256901 23.4226448,bus:yes;highway:bus_stop;int_name:v.z. German;name:в.з. Герман;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0425
node/2662062897,42.6249954 23.4224088,bus:yes;highway:bus_stop;int_name:v.z. German;name:в.з. Герман;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0430;shelter:yes
node/2662065122,42.6232824 23.4213252,bus:yes;highway:bus_stop;int_name:Okolovrasten pat;name:Околовръстен път;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2626
node/2662073049,42.6178212 23.4177962,bench:yes;bin:yes;bus:yes;highway:bus_stop;int_name:Stadiona German;lit:yes;name:Стадиона Герман;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1037;shelter:yes
node/2662074212,42.6147656 23.4156263,bench:yes;bin:yes;bus:yes;highway:bus_stop;int_name:86-ti poshtenski klon;lit:yes;name:86-ти пощенски клон;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0486;shelter:yes
node/2662076809,42.6097339 23.4104121,bench:yes;bin:yes;bus:yes;highway:bus_stop;int_name:Selo German;lit:yes;name:Село Герман;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1517;shelter:yes
node/2663192543,42.6410423 23.3836248,bus:yes;highway:bus_stop;int_name:Obshtina Mladost;name:Община Младост;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0945
node/2663195429,42.640796 23.3868319,bus:yes;highway:bus_stop;int_name:zh.k. Mladost-3;name:ж.к. Младост-3;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0668
node/2663207636,42.6367683 23.3997112,bus:yes;highway:bus_stop;int_name:ul. Inzh. Georgi Belov;name:ул. Инж. Георги Белов;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2590
node/2663211624,42.6342055 23.3993096,bus:yes;highway:bus_stop;int_name:bl. 39 zh.k. Gorublyane;name:бл. 39 ж.к. Горубляне;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0204
node/2663215109,42.6357299 23.4075332,bus:yes;highway:bus_stop;int_name:Samokovsko Shose;name:Самоковско Шосе;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1497
node/2663259893,42.5818837 23.4245304,bus:yes;highway:bus_stop;int_name:Kokalyansko hanche;name:Кокалянско ханче;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0963;request_stop:yes
node/2663261506,42.5721525 23.4318812,bus:yes;highway:bus_stop;int_name:v.z. Kitkata;name:в.з. Китката;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1625
node/2663261509,42.5720933 23.4324122,bus:yes;highway:bus_stop;int_name:v.z. Kitkata;name:в.з. Китката;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1624;request_stop:yes
node/2663930653,42.5610998 23.4517495,bus:yes;highway:bus_stop;int_name:Restorant Zlatnata Ribka;name:Ресторант Златната Рибка;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1474;request_stop:yes
node/2663930656,42.560756 23.4524683,bus:yes;highway:bus_stop;int_name:Restorant Zlatnata Ribka;name:Ресторант Златната Рибка;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1473;request_stop:yes
node/2663958858,42.5607608 23.4227591,bench:yes;bus:yes;highway:bus_stop;int_name:Dyavolski most;name:Дяволски мост;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0556;request_stop:yes;shelter:yes
node/2663958877,42.5602741 23.4223995,bench:no;bus:yes;highway:bus_stop;int_name:Dyavolski most;name:Дяволски мост;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0557;request_stop:yes;shelter:no
node/2664031377,42.5579521 23.4508602,bus:yes;highway:bus_stop;int_name:Zaslon Sinanitsa;name:Заслон Синаница;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0731
node/2664038358,42.5496382 23.4716834,bus:yes;highway:bus_stop;int_name:Barazha Yaz. Pasarel;name:Баража Яз. Пасарел;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0104;request_stop:yes
node/2664053577,42.5384773 23.4998832,bench:no;bin:no;bus:yes;highway:bus_stop;int_name:Mosta Dolni Pasarel;lit:no;name:Моста Долни Пасарел;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1088;shelter:no
node/2664053582,42.5429879 23.4885649,bus:yes;highway:bus_stop;int_name:VETs Pasarel;name:ВЕЦ Пасарел;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0420;request_stop:yes;shelter:no
node/2664053583,42.5492193 23.4802319,bench:no;bin:no;bus:yes;highway:bus_stop;int_name:yaz. Pasarel;lit:no;name:яз. Пасарел;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1229;request_stop:yes;shelter:no
node/2664053601,42.5416254 23.497716,bus:yes;highway:bus_stop;int_name:Selo Dolni Pasarel;name:Село Долни Пасарел;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1528
node/2664653772,43.2778753 27.1159218,internet_access:wlan;name:хижа Мадарски конник;tourism:alpine_hut;wikidata:Q89690692
node/2665892689,42.6375427 23.4111548,bus:yes;highway:bus_stop;int_name:Gorublyansko hanche;name:Горублянско ханче;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0498
node/2665980397,42.6687938 23.4253673,bus:yes;highway:bus_stop;int_name:Transka mahala;name:Трънска махала;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1784
node/2665980400,42.6682514 23.4246457,bus:yes;highway:bus_stop;int_name:Transka mahala;name:Трънска махала;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1785
node/2666015979,42.6722247 23.4389419,bus:yes;highway:bus_stop;int_name:Promishlena zona Busmantsi;name:Промишлена зона Бусманци;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1641
node/2666021892,42.6676725 23.4475782,bus:yes;highway:bus_stop;int_name:Promishlena zona Kazichene;name:Промишлена зона Казичене;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1701
node/2666021893,42.6681967 23.4468803,bus:yes;highway:bus_stop;int_name:Promishlena zona Kazichene;name:Промишлена зона Казичене;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1702
node/2666062074,42.6651046 23.4527957,bus:yes;highway:bus_stop;int_name:Betonov Vazel;name:Бетонов възел;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0112;shelter:yes
node/2666076418,42.6648685 23.4600831,bus:yes;highway:bus_stop;int_name:Stadiona Kazichene;name:Стадиона Казичене;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1623
node/2666098719,42.6586284 23.4580741,bus:yes;highway:bus_stop;int_name:kv. Vidnite;name:кв. Видните;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0820
node/2666098721,42.6547463 23.4597237,highway:bus_stop;int_name:Gara Kazichene;name:Гара Казичене;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0456;shelter:yes
node/2666098726,42.6623032 23.464646,bus:yes;highway:bus_stop;int_name:Selo Kazichene;name:Село Казичене;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1538
node/2666098728,42.6597447 23.4647743,bus:yes;highway:bus_stop;int_name:Kmetstvo Kazichene;name:Кметство Казичене;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0940;shelter:yes
node/2666115176,42.6542079 23.4648735,bus:yes;highway:bus_stop;int_name:ul. Car Boris III;name:ул. Цар Борис ІІІ;name:en:Tsar Boris III St.;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2243
node/2666166513,42.6650184 23.4618881,bus:yes;highway:bus_stop;int_name:Riteks AD;name:Ритекс АД;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0544
node/2666166514,42.6711914 23.46486,bus:yes;highway:bus_stop;int_name:Promishlena zona Krivina;name:Промишлена зона Кривина;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0548
node/2666166519,42.67495 23.4650209,bus:yes;highway:bus_stop;int_name:Parka s. Krivina;name:Парка с. Кривина;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0714
node/2666166522,42.67426 23.465552,bus:yes;highway:bus_stop;int_name:Parka s. Krivina;name:Парка с. Кривина;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0713
node/2666169506,42.676189 23.464726,bus:yes;highway:bus_stop;int_name:ul. Gradina;name:ул. Градина;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1077
node/2666171595,42.6822742 23.462591,bus:yes;highway:bus_stop;int_name:Selo Krivina;name:Село Кривина;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1542
node/2666171597,42.6776898 23.4647743,bus:yes;highway:bus_stop;int_name:ul. Lyulyak;name:ул. Люляк;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2360
node/2666171599,42.6803852 23.4642244,bus:yes;highway:bus_stop;int_name:Tsentara s. Krivina;name:Центъра с. Кривина;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1232
node/2666814613,41.4987665 26.1078002,description:Изоставена кула;man_made:tower;source:Bing;tower:type:observation
node/2667748921,42.6349458 23.436224,bench:yes;bin:yes;bus:yes;highway:bus_stop;int_name:Rezidentsiya Vrana;name:Резиденция Врана;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1467;shelter:yes
node/2667748922,42.6346301 23.4358754,bus:yes;highway:bus_stop;int_name:Rezidentsiya Vrana;name:Резиденция Врана;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1466
node/2667752364,42.6336333 23.4433086,bus:yes;highway:bus_stop;int_name:Okolovrasten pat;name:Околовръстен път;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1183
node/2667752367,42.6340102 23.4431449,bus:yes;highway:bus_stop;int_name:Okolovrasten pat;name:Околовръстен път;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1184;shelter:yes
node/2667760363,42.6255602 23.446785,bus:yes;highway:bus_stop;int_name:Avtoremontna baza;name:Авторемонтна база;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0049
node/2667760364,42.6261286 23.4464111,bus:yes;highway:bus_stop;int_name:Avtoremontna baza;name:Авторемонтна база;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0048
node/2667761288,42.621966 23.4510575,bus:yes;highway:bus_stop;int_name:Opitna stantsiya;name:Опитна станция;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1202
node/2667761289,42.6225562 23.4505666,bus:yes;highway:bus_stop;int_name:Opitna stantsiya;name:Опитна станция;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1207
node/2667768996,42.6144696 23.4605042,bus:yes;highway:bus_stop;int_name:Promishlena zona Gorni Lozen;name:Промишлена зона Горни Лозен;name:en:Gorni Lozen Industrial Zone;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1652
node/2667769132,42.6150223 23.4596244,bus:yes;highway:bus_stop;int_name:Promishlena zona Gorni Lozen;name:Промишлена зона Горни Лозен;name:en:Gorni Lozen Industrial Zone;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1653
node/2667774866,42.6062342 23.4701272,bus:yes;highway:bus_stop;int_name:ul. Sinchets;name:ул. Синчец;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2173
node/2667842864,42.6033183 23.4745635,bus:yes;highway:bus_stop;int_name:ul. Ralitsa;name:ул. Ралица;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2359
node/2667842865,42.6031543 23.4752368,bus:yes;highway:bus_stop;int_name:ul. Ralitsa;name:ул. Ралица;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2358;shelter:yes
node/2667848648,42.6015375 23.4830259,bus:yes;highway:bus_stop;int_name:Selo Gorni Lozen;name:Село Горни Лозен;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1523
node/2667849685,42.6017445 23.4865458,bus:yes;highway:bus_stop;int_name:Kmetstvo Lozen;name:Кметство Лозен;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0961
node/2667850188,42.6033201 23.4937845,bus:yes;highway:bus_stop;int_name:Tsentar Dolni Lozen;name:Център Долни Лозен;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1526
node/2667850189,42.6037783 23.4939908,bus:yes;highway:bus_stop;int_name:Tsentar Dolni Lozen;name:Център Долни Лозен;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1527
node/2667888969,42.6006628 23.495981,bus:yes;highway:bus_stop;int_name:ul. Vasil Levski;name:ул. Васил Левски;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2402
node/2667888971,42.5995097 23.4998942,bus:yes;highway:bus_stop;int_name:Selo Dolni Lozen;name:Село Долни Лозен;name:en:Dolni Lozen Village;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2693
node/2668142771,43.1934529 27.8781843,man_made:tower;tower:type:observation
node/2668609004,43.8205013 27.5954132,historic:archaeological_site;name:Скални манастири Оногур;tourism:attraction
node/2669374026,42.6759315 23.4335144,bus:yes;highway:bus_stop;int_name:kv. Busmantsi;name:кв. Бусманци;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0815
node/2669374028,42.6636686 23.4279732,bus:yes;highway:bus_stop;int_name:kv. Abdovitsa;name:кв. Абдовица;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0802
node/2669374029,42.6644102 23.4235771,bus:yes;highway:bus_stop;int_name:Tsentar kv. Abdovitsa;name:Център кв. Абдовица;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2338
node/2669374031,42.6656043 23.4167981,bus:yes;highway:bus_stop;int_name:ul. 5010;name:ул. 5010;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2479
node/2669377274,42.6686948 23.4124046,bus:yes;highway:bus_stop;int_name:ul. Poruchik Hr. Toprakchiev;name:ул. Поручик Хр. Топракчиев;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0723
node/2669377275,42.6680894 23.4130295,bus:yes;highway:bus_stop;int_name:ul. Poruchik Hr. Toprakchiev;name:ул. Поручик Хр. Топракчиев;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0724
node/2669379435,42.6710002 23.4090304,bus:yes;highway:bus_stop;int_name:ul. 5007;name:ул. 5007;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0721
node/2669381998,42.6731852 23.4057286,bus:yes;highway:bus_stop;int_name:ul. Podpor. Yordan Todorov;name:ул. Подпор. Йордан Тодоров;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1745
node/2669381999,42.6726312 23.4062757,bus:yes;highway:bus_stop;int_name:ul. Podpor. Yordan Todorov;name:ул. Подпор. Йордан Тодоров;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1744
node/2669382790,42.6763405 23.4010642,bus:yes;highway:bus_stop;int_name:TYuF;name:ТЮФ;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1577
node/2669382794,42.6759363 23.4013405,bus:yes;highway:bus_stop;int_name:TYuF;name:ТЮФ;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1578
node/2669397688,42.6599337 23.4233963,bus:yes;highway:bus_stop;int_name:Nachalo kv. D. Milenkov;name:Начало кв Д. Миленков;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1349
node/2669397691,42.6577514 23.4258677,bus:yes;highway:bus_stop;int_name:Promishlena Zona;name:Промишлена Зона;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0488
node/2669398871,42.6567453 23.4279652,bus:yes;highway:bus_stop;int_name:kv. Dimitar Milenkov;name:кв. Димитър Миленков;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:0833
node/2670734072,42.632621 23.4535814,bench:no;bin:no;bus:yes;highway:bus_stop;int_name:Restorant Chernata Kotka;name:Ресторант Черната котка;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1261;shelter:no
node/2670734077,42.6322184 23.4542466,bus:yes;highway:bus_stop;int_name:Restorant Chernata Kotka;name:Ресторант Черната котка;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2303
node/2670761644,42.6021716 23.4758232,bus:yes;highway:bus_stop;int_name:Chitalishte Svetlina;name:Читалище Светлина;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:2414
node/2670767262,42.6080567 23.4975732,bus:yes;highway:bus_stop;int_name:Nachalo s. Dolni Lozen;name:Начало с. Долни Лозен;network:Градски транспорт София;network:wikidata:Q124360139;public_transport:platform;ref:1121
