ext_id,coordinates,tags
1349539763,59.5478123 26.4221692,man_made:tower
1350019729,59.5766485 25.9623918,amenity:marketplace
1350190665,59.3500104 26.3431468,communications_transponder:service:GSM;man_made:tower;tower:type:communication
1350548287,59.4150885 27.5294788,man_made:tower;tower:type:communication
1350548291,59.4162211 27.5382996,man_made:tower;tower:type:communication
1351522786,59.4165634 24.6923041,amenity:fuel;brand:Alexela;brand:wikidata:Q20529782;compressed_air:no;name:Alexela;opening_hours:24/7;operator:Alexela;website:https://www.alexela.ee/;wheelchair:yes
1352314492,58.4965495 25.4839861,man_made:tower
1359297112,59.4434693 24.7012902,"addr:housenumber:47b;addr:street:Sõle;amenity:library;email:sole@tln.lib.ee;internet_access:wlan;name:Sõle Raamatukogu;opening_hours:Tu-We,Fr 11:00-18:00; Th 12:00-19:00; Sa 10:00-17:00;phone:+372 6019153;website:https://keskraamatukogu.ee/raamatukogu/sole-raamatukogu/"
1359389708,58.7699627 22.8137496,name:RMK telkimisala;tourism:picnic_site
1360750181,58.1214456 24.7691036,access:yes;backcountry:yes;bbq:yes;covered:yes;drinking_water:yes;fee:no;fireplace:yes;name:Rae järve telkimisala;openfire:yes;operator:RMK;power_supply:no;reservation:no;shower:no;tents:yes;toilets:yes;tourism:camp_site;website:https://loodusegakoos.ee/kuhuminna/puhkealad/parnumaa-puhkeala/1511
1360801972,58.1138745 24.7747308,"man_made:tower;name:Broken, closed (Rae järve vaatetorn);tourism:viewpoint"
1369695785,58.794709 22.7743726,man_made:tower;tower:type:observation
1370948011,59.5323194 25.8908847,historic:memorial;inscription:Eesti wabaduse eest hukkunud Ilumäe koguduse poegadele;material:stone;memorial:war_memorial;memorial:conflict:Estonian_War_of_Independence;memorial:conflict:wikidata:Q1127302;name:Ilumäe Vabadussõja mälestussammas;website:https://register.muinas.ee/public.php?menuID=monument&action=view&id=5795;wikidata:Q20530607;wikipedia:et:Ilumäe Vabadussõja mälestussammas
1371812623,58.2081754 27.0741391,amenity:library;name:Ahja raamatukogu
1371812626,58.2068075 27.0698029,amenity:townhall;name:Põlva Vallavalitsuse Ahja teenuskeskus
1371812628,58.2065278 27.0722819,amenity:kindergarten;name:Ahja lasteaed
1374544044,58.3025939 25.5602796,name:Sinialliku;natural:spring;tourism:attraction
1379049234,58.3964574 26.7228288,historic:memorial;material:stone;memorial:war_memorial;memorial:conflict:Estonian_War_of_Independence;memorial:conflict:wikidata:Q1127302;name:Lõuna-Eesti vabastajate mälestussammas;wikidata:Q61393694;wikipedia:et:Lõuna-Eesti vabastajate mälestussammas
1384347871,58.8428839 23.0619368,backcountry:yes;bbq:yes;name:Sarve telkimisala;openfire:yes;operator:RMK;shower:no;tents:yes;toilets:yes;tourism:camp_site;website:https://loodusegakoos.ee/kuhuminna/puhkealad/hiiumaa-puhkeala/9272
1384348583,58.9186194 22.1979411,man_made:tower;tower:type:communication
1384348668,58.9415171 22.9340957,man_made:windmill
1387362772,58.8288352 22.7761474,historic:ruins;name:Käina kiriku varemed
1387362774,58.9819506 22.9410081,backcountry:yes;bbq:yes;capacity:tents:5;caravans:no;name:Säärenina lõkkekoht;name:en:Säärenina campfire site;openfire:yes;operator:RMK;shower:no;tents:yes;toilets:yes;tourism:camp_site;website:https://loodusegakoos.ee/kuhuminna/puhkealad/hiiumaa-puhkeala/1598
1387363200,58.7947656 22.7731085,leisure:bird_hide;man_made:tower;name:Orjaku linnuvaatlustorn;tower:type:observation;wikidata:Q113159155
1387363360,58.8646433 23.0470725,man_made:tower;tower:type:communication
1388695152,58.1293778 23.9814145,historic:memorial;inscription:SIIA EHITASID KIHNLASED 1950 a. OMA ESIMESE RAHVAMAJA EESTVEDAJAKS MIHKEL LEAS EHITAJAKS MIHKEL MÄES HÄVIS TULES 30.09.1999 a.;material:stone;memorial:stone;name:Kihnu vana rahvamaja;wikidata:Q45412739;wikipedia:et:Kihnu rahvamaja
1391141560,59.5831986 24.7798571,tourism:camp_site
1391141561,59.5857501 24.7499006,name:Põhjarand;tourism:camp_site
1393534285,58.9325382 23.5677759,man_made:tower;tower:type:communication
1397230904,59.376368 24.0994037,tourism:camp_site
1397638901,58.2048702 24.4848952,historic:ruins;historic:civilization:christian;name:Tahkuranna kirik;wikidata:Q20529962;wikipedia:et:Tahkuranna kirik
1398494571,57.753006 26.379099,EE:EHIS:id:177;EE:EHIS:type:põhikool või gümnaasium;amenity:school;name:Lüllemäe põhikool
1398494611,57.7431623 26.4093513,man_made:tower;name:Tornimäe vaatetorn;tourism:viewpoint;tower:type:observation
1398494613,57.5975472 26.328132,man_made:tower;name:Rebasemäe vaatetorn;tourism:viewpoint;tower:type:observation
1398494691,58.0096959 25.93062,height:11;man_made:tower;tower:construction:wood;tower:platforms:4;tower:type:diving;veeohutuse_stend:ref:623;website:https://visittorva.ee/tegevused/vanamoisa-rand/
1399045171,58.2675471 25.5997287,name:Loodi põrgu;tourism:attraction
1399784915,58.3749491 25.5709993,man_made:tower;tower:type:communication
1401362988,58.9628328 22.5230599,EE:EHIS:id:374;EE:EHIS:type:põhikool või gümnaasium;amenity:school;int_name:Lauka basic school;name:Lauka põhikool
1401495490,58.2708875 25.6233231,historic:memorial;name:Vabadussammas;tourism:attraction
1402293434,58.2702323 25.6224304,historic:monument;name:Mulgi mees;tourism:attraction
1404837563,59.3714332 24.7690978,historic:battlefield
1415221579,58.6451002 27.1657712,caravans:yes;email:willipu.willipu@gmail.com;fee:yes;name:Willipu Camping;phone:+372 56 955 758;tourism:camp_site;website:https://willipu.ee/
1417748822,59.5731542 24.7520436,tourism:picnic_site
1417757023,59.5724642 24.7573431,tourism:picnic_site
1417762866,59.5837967 24.7509487,description:Peeter Suure merekindlus;historic:ruins;name:Laskepatarei varemed
1419024830,59.3501915 26.3498058,amenity:theatre;name:Rakvere teater
1423770045,59.4356591 24.6429515,description:vaade Kopli lahele;description:en:Coast of Kopli Bay;tourism:viewpoint
1428596172,58.096137 27.4634011,EE:EHIS:id:324;EE:EHIS:type:põhikool või gümnaasium;amenity:school;name:Räpina Ühisgümnaasium;name:et:Räpina Ühisgümnaasium;name:vro:Räpinä ütine gümnaasium
1428598890,58.1039904 27.4528721,name:Räpina Hotell;tourism:hotel;website:https://www.rapinahotell.ee/
1428599265,58.0964741 27.4643862,amenity:library;name:Räpina Raamatukogu;name:et:Räpina Raamatukogu;name:vro:Räpinä raamadukogo
1428600482,58.1000209 27.4507625,tourism:viewpoint
1428602154,58.097647 27.4641287,amenity:fountain
1430852821,58.9975567 24.056006,man_made:tower;tower:type:communication
1433659450,58.9758903 23.8969708,man_made:tower;tower:type:communication
1450795185,59.401374 24.6718203,"amenity:library;name:Männi raamatukogu;opening_hours:Tu,We,Fr 11:00-18:00; Th 12:00-19:00; Sa 10:00-17:00;operator:Keskraamatukogu;website:https://keskraamatukogu.ee/manni;wheelchair:yes"
1451129039,59.3945942 24.6682505,artwork_type:sculpture;tourism:artwork
1451129040,59.3956136 24.6702071,artist_name:Aime Kuulbusch;historic:memorial;memorial:stele;name:Thomas Johann Seebeck'i mälestussammas;name:de:Thomas Johann Seebeck-Denkmal;name:en:Thomas Johann Seebeck Memorial;wikidata:Q56295841
1456750983,57.9713223 21.9835257,man_made:tower;name:NSVL Piirivalve vaatluskoht;tower:type:observation
1462529216,59.4520876 24.8811834,artwork_type:installation;name:Priisle kaared;tourism:artwork
1468025972,59.4390173 24.7288778,amenity:marketplace;name:Telliskivi kirbuturg;name:en:Telliskivi flea market;opening_hours:Sa 10:00-15:00
1479373113,58.3696251 26.7180528,addr:city:Tartu;addr:housenumber:48f;addr:postcode:50410;addr:street:Kastani;contact:email:gutenberg@trykimuuseum.ee;contact:phone:+372 56828117;contact:website:http://www.trykimuuseum.ee/;name:Trükimuuseum;opening_hours:We-Su 12:00-18:00;operator:Eesti trükimuuseum MTÜ;tourism:museum
1486039596,58.8297291 22.5235289,access:yes;operator:RMK;tourism:picnic_site
1486039629,58.8546078 22.5314115,access:yes;fee:no;fireplace:yes;mattress:no;name:Tihu metsaonn;operator:RMK;reservation:no;tourism:wilderness_hut
1486039668,58.9148715 22.2095135,tourism:picnic_site
1496097888,59.3756541 28.1964231,addr:city:Narva;addr:housenumber:5;addr:postcode:20308;addr:street:Peetri plats;amenity:townhall;email:narvalv@narva.ee;name:Narva Linnavalitsus;name:pl:Merostwo w Narwie;name:ru:Нарвская мэрия;phone:+372 359 9005;townhall:type:town;website:https://www.narva.ee/
1526805097,57.7507698 26.3710025,"addr:city:Lüllemäe küla;addr:housenumber:1;addr:postcode:68116;addr:street:Kirikumõisa tee;amenity:library;email:lullemäe@valgark.ee;name:Lüllemäe raamatukogu;opening_hours:Mo 08:30-16:00, Tu-We 08:30-17:00, Th 8:30-18:00,Fr 8:30-11:30"
1547820525,59.5588781 24.7944503,"man_made:lighthouse;name:Rohuneeme merekanali sihi ülemine tulepaak;number:215.2;old_name:Rohuneeme sadama merekanali sihi ülemine tulepaak;seamark:light:1:category:upper;seamark:light:1:character:Oc;seamark:light:1:colour:red;seamark:light:1:height:9;seamark:light:1:period:2;seamark:light:1:range:2;seamark:light:1:sector_end:84.2;seamark:light:1:sector_start:74.2;seamark:light:1:sequence:1.5+(0.5);seamark:light:reference:C 3805.25;seamark:type:light_minor;source:Estonian Maritime Administration, 24.03.2010;url:https://nma.vta.ee/aton/"
1547820530,59.5586408 24.7919966,"man_made:lighthouse;name:Rohuneeme merekanali sihi alumine tulepaak;number:215.1;old_name:Rohuneeme sadama merekanali sihi alumine tulepaak;seamark:light:1:category:lower;seamark:light:1:character:Oc;seamark:light:1:colour:red;seamark:light:1:height:4;seamark:light:1:period:2;seamark:light:1:range:2;seamark:light:1:sector_end:84.2;seamark:light:1:sector_start:74.2;seamark:light:1:sequence:1.5+(0.5);seamark:light:reference:C 3805.2;seamark:type:light_minor;source:Estonian Maritime Administration, 24.03.2010;url:https://nma.vta.ee/aton/"
1547851073,59.5558479 24.5508139,man_made:lighthouse;name:Naissaare sadama tulepaak;name:en:Naissaar harbour light beacon;number:315;seamark:light:1:character:Fl;seamark:light:1:colour:green;seamark:light:1:height:10;seamark:light:1:period:2;seamark:light:1:range:3;seamark:light:1:sector_end:170;seamark:light:1:sector_start:158;seamark:light:1:sequence:0.3+(1.7);seamark:light:2:character:Fl;seamark:light:2:colour:white;seamark:light:2:height:10;seamark:light:2:period:2;seamark:light:2:range:7;seamark:light:2:sector_end:197;seamark:light:2:sector_start:170;seamark:light:2:sequence:0.3+(1.7);seamark:light:3:character:Fl;seamark:light:3:colour:red;seamark:light:3:height:10;seamark:light:3:period:2;seamark:light:3:range:5;seamark:light:3:sector_end:236;seamark:light:3:sector_start:197;seamark:light:3:sequence:0.3+(1.7);seamark:light:4:character:Fl;seamark:light:4:colour:green;seamark:light:4:height:10;seamark:light:4:period:2;seamark:light:4:range:3;seamark:light:4:sector_end:255;seamark:light:4:sector_start:236;seamark:light:4:sequence:0.3+(1.7);seamark:light:5:character:Fl;seamark:light:5:colour:white;seamark:light:5:height:10;seamark:light:5:period:2;seamark:light:5:range:7;seamark:light:5:sector_end:328;seamark:light:5:sector_start:255;seamark:light:5:sequence:0.3+(1.7);seamark:light:6:character:Fl;seamark:light:6:colour:red;seamark:light:6:height:10;seamark:light:6:period:2;seamark:light:6:range:5;seamark:light:6:sector_end:11;seamark:light:6:sector_start:328;seamark:light:6:sequence:0.3+(1.7);seamark:light:reference:C 3792;seamark:type:light_major;source:US NGA Pub. 116. 2011-07-07.
1550091938,58.69075 22.5535667,"man_made:lighthouse;name:Emmaste sihi alumine tuletorn;number:691;seamark:light:category:lower;seamark:light:character:Q;seamark:light:colour:white;seamark:light:height:11;seamark:light:range:10;seamark:light:reference:C 3720;seamark:type:light_minor;source:Estonian Maritime Administration, 24.03.2010;url:https://nma.vta.ee/aton/;wikidata:Q11293864"
1550092181,58.4977704 22.1381671,"man_made:lighthouse;name:Merise tulepaak;number:913;seamark:light:character:Fl;seamark:light:colour:white;seamark:light:height:20;seamark:light:period:1.5;seamark:light:range:6;seamark:light:reference:C 3717;seamark:type:light_minor;source:Estonian Maritime Administration, 24.03.2010;url:https://nma.vta.ee/aton/"
1550093281,58.3828833 21.81265,"man_made:lighthouse;name:Vilsandi tuletorn;number:925;seamark:light:1:character:Fl;seamark:light:1:colour:white;seamark:light:1:group:3;seamark:light:1:height:40;seamark:light:1:period:15;seamark:light:1:range:12;seamark:light:1:sector_end:164.5;seamark:light:1:sector_start:212;seamark:light:1:sequence:1+(2),1+(2),2+(7);seamark:light:2:character:Fl;seamark:light:2:colour:red;seamark:light:2:group:3;seamark:light:2:height:40;seamark:light:2:period:15;seamark:light:2:range:6;seamark:light:2:sector_end:212;seamark:light:2:sector_start:164.5;seamark:light:2:sequence:1+(2),1+(2),2+(7);seamark:light:reference:C 3714;seamark:type:light_minor;source:Estonian Maritime Administration, 24.03.2010;url:https://nma.vta.ee/aton/;wikidata:Q3376498"
1550111909,58.6533728 23.3072654,"man_made:lighthouse;name:Raugi sihi alumine tulepaak;number:815;seamark:light:1:category:lower;seamark:light:1:character:Oc;seamark:light:1:colour:white;seamark:light:1:height:27;seamark:light:1:period:5;seamark:light:1:range:15;seamark:light:1:sector_end:167;seamark:light:1:sector_start:158;seamark:light:1:sequence:3+(2);seamark:light:reference:C 3638;seamark:type:light_major;source:Estonian Maritime Administration, 24.03.2010;url:https://nma.vta.ee/aton/"
1561581332,58.2351833 25.867143,amenity:library;name:Tarvastu Raamatukogu
1576529164,57.6594267 27.303994,name:Lühterkuusk;natural:tree;tourism:attraction
1580852926,59.4671444 24.4618248,man_made:tower;operator:emt;tower:type:communication
1597716162,58.936023 23.547292,historic:archaeological_site;name:Võllamägi
1606298155,59.3611386 25.080481,alt_name:Aruküla hiidrahn;loc_name:Hellama kivi;name:Aruküla rändrahn;natural:stone;tourism:attraction;wikidata:Q18627351;wikipedia:et:Aruküla hiidrahn
1615403196,58.9495029 23.5445086,access:yes;designation:Haapsalu Linnuvaatlustorn;fee:no;image:https://i.imgur.com/bEiLUHj.jpg;man_made:tower;name:Linnuvaatlustorn;steps:58;tourism:viewpoint;tower:type:observation
1623473119,58.9451209 23.5390628,amenity:library;name:Lääne Maakonna Keskraamatukogu
1623869235,58.9350042 23.5537072,addr:city:Haapsalu;addr:country:EE;amenity:community_centre;name:Haapsalu Sotsiaalmaja
1628953875,59.2499315 25.8252381,amenity:kindergarten;name:Lehtse kooli lasteaed
1637883119,59.4507104 24.8131679,"bench:yes;note:когда деревья в листве, ничего не видно;tourism:viewpoint"
1638082794,59.3291866 24.4742761,amenity:fuel;brand:Krooning
1638244882,59.3929124 24.7211894,addr:housenumber:238;addr:street:Pärnu mnt;amenity:bank;branch:Järve kontor;brand:Swedbank;brand:wikidata:Q1145493;brand:wikipedia:en:Swedbank;name:Swedbank
1638936078,58.2835727 25.6630004,leisure:sports_centre;sport:skiing
1644410287,59.3743721 27.5072853,historic:memorial;inscription:Kapten Hugo Jürgensonile langenud Kõrve lahingus 8. XII. 1918;material:stone;memorial:war_memorial;memorial:conflict:Estonian_War_of_Independence;memorial:conflict:wikidata:Q1127302;name:Hugo Jürgensoni mälestussammas;website:https://register.muinas.ee/public.php?menuID=monument&action=view&id=27102;wikidata:Q12364096;wikipedia:et:Hugo Jürgensoni mälestussammas
1644915471,58.9720773 25.7751826,name:Esna karavan;power_supply:yes;tents:yes;tourism:caravan_site
1644957956,58.9712648 25.7794728,amenity:community_centre
1645053604,59.4603272 24.835895,historic:memorial;inscription:Joey Dunlop 1952 - 2000;material:stone;memorial:stone;name:Joey Dunlop Memorial;name:en:Joey Dunlop Memorial;start_date:2001-07;subject:wikidata:Q1358228;subject:wikipedia:et:Joey Dunlop;wikidata:Q1358228;wikipedia:et:Joey Dunlop
1660970391,59.4832442 25.0171197,amenity:fountain
1661022378,59.4870743 25.0190972,amenity:fountain
1666874309,58.9505849 23.5350236,EE:EHIS:id:814;EE:EHIS:type:põhikool või gümnaasium;amenity:school;name:Haapsalu Viigi Kool
1674376793,59.0391374 25.8818614,amenity:library;name:Järva-Jaani Raamatukogu
1674973086,58.6022139 23.2291382,amenity:library
1677140660,57.8747544 26.9538628,amenity:community_centre;name:Navi seltsimaja
1679951384,57.8767434 24.3489583,name:Ainažu mols;name:et:Heinaste lainemurdja;name:lv:Ainažu mols;name:pl:Grobla w Ainaži;tourism:viewpoint
1682369424,57.7511865 26.4642044,backcountry:yes;bbq:yes;capacity:persons:16;capacity:tents:4;name:Õdri lõkkekoht I;openfire:yes;operator:RMK;shower:no;tents:yes;toilets:yes;tourism:camp_site;website:https://loodusegakoos.ee/kuhuminna/rahvuspargid/karula-rahvuspark/1295
1684936173,59.4327402 24.7145273,addr:housenumber:44;addr:street:Paldiski mnt;amenity:fuel;brand:Circle K;brand:wikidata:Q3268010;brand:wikipedia:en:Circle K;check_date:2023-11-03;compressed_air:yes;internet_access:wlan;name:Sõle CircleK tankla;opening_hours:24/7;operator:CircleK;website:https://www.circlek.ee/et_EE;wheelchair:yes
1690434472,59.2924613 24.3874774,height:43;man_made:tower;source:survey;tower:type:communication
1696802164,59.429858 24.6513649,addr:housenumber:11;addr:street:Vabaohumuuseumi tee;name:Rocca Al Mare;tourism:hotel
1696833411,59.4359448 24.7209168,addr:housenumber:24;addr:street:Telliskivi;check_date:2022-07-31;name:Viva Hostel;phone:+372 558 4590;tourism:hostel
1696833482,59.4349641 24.7103137,amenity:kindergarten
1707885825,59.3711381 27.573319,amenity:library
1715234854,57.9827951 25.558485,backcountry:yes;bbq:yes;capacity:persons:12;capacity:tents:3;maxtents:3;name:Teringi lõkkekoht;openfire:yes;operator:RMK;shower:no;source:survey;tents:yes;toilets:yes;tourism:camp_site;website:https://loodusegakoos.ee/kuhuminna/puhkealad/sakala-puhkeala/10638
1716150671,57.948716 25.628207,backcountry:yes;bbq:yes;capacity:persons:12;capacity:tents:3;covered:yes;fireplace:yes;name:Tündre järve lõkkekoht;openfire:yes;operator:RMK;shower:no;tents:yes;toilets:yes;tourism:camp_site;website:https://loodusegakoos.ee/kuhuminna/puhkealad/sakala-puhkeala/1533
1716978188,59.3796361 24.047244,man_made:tower;tower:type:communication
1734035728,58.9944481 24.7972795,addr:city:Rapla;addr:country:EE;addr:housenumber:9;addr:street:Kastani;amenity:fuel;brand:Olerex;compressed_air:yes;fuel:1_25:no;fuel:1_50:no;fuel:GTL_diesel:no;fuel:HGV_diesel:no;fuel:biodiesel:no;fuel:biogas:no;fuel:cng:no;fuel:diesel:yes;fuel:e10:no;fuel:e85:no;fuel:electricity:no;fuel:lpg:no;fuel:octane_100:no;fuel:octane_91:no;fuel:octane_95:yes;fuel:octane_98:yes;name:Olerex Rapla;opening_hours:Mo-Su 00:00-24:00;operator:Olerex AS;phone:+372 489 4002
1734883904,59.0061566 24.7853087,man_made:tower;source:Maa-amet wms;tower:type:communication
1740021135,59.4494332 24.6997959,amenity:marketplace;name:Sitsi Market
1741321287,59.4413961 24.7388536,name:Economy Hotel;tourism:hotel
1745405475,58.2011249 25.5446579,historic:ruins
1751489972,59.449627 24.7305406,amenity:fountain
1752218176,59.4451391 24.7299438,amenity:theatre;name:Salme teater;website:https://www.salmeteater.ee/
1752218179,59.4444445 24.7263657,name:Vabriku hostel;tourism:hostel
1752220340,59.4451631 24.7343708,name:Kalamaja hostel;tourism:hostel
1752220973,59.4466865 24.7382075,email:tallinn@karjatare.ee;name:Karjatare B&B;phone:+372-562-038-45;tourism:hostel;website:http://www.karjatare.ee;website:en:http://www.karjatare.ee/en/;website:et:http://www.karjatare.ee/et/;website:fi:http://www.karjatare.ee/fi/;website:ru:http://www.karjatare.ee/ru/
1754315772,57.6320495 26.7707127,internet_access:no;name:Loodus-õppe Keskuse Majutus;tourism:hostel;wheelchair:no
1754358216,57.647321 26.6657978,addr:city:Varstu alevik;addr:housenumber:1;addr:postcode:66101;addr:street:Kultuuri;amenity:library;name:Varstu Raamatukogu;name:et:Varstu Raamatukogu;name:vro:Varstu raamadukogo;website:https://rouge.kovtp.ee/raamatukogud
1754401272,57.691268 26.9457375,amenity:library;name:Viitina Raamatukogu
1758660791,57.6865999 26.9508132,name:Meegomägi;tourism:viewpoint;wheelchair:no
1759860051,58.1585656 26.4151872,tourism:picnic_site
1759860137,58.1597264 26.4214465,tourism:picnic_site
1759860353,58.1625636 26.4095461,tourism:viewpoint
1767511668,57.6331531 26.7687706,height:30;man_made:tower;name:Pähni Loodus-õppe Keskuse WIFI Mast
1767524294,57.8415358 27.0059859,amenity:library;name:Võrumaa Keskraamatukogu
1767595052,57.7422767 26.7836988,amenity:library;name:Sänna Raamatukogu;name:et:Sänna Raamatukogu;name:vro:Sännä raamadukogo;website:https://www.kultuurimois.ee/avatud-teenuskeskus/sanna-raamatukogu/;wikidata:Q55119664;wikipedia:et:Sänna raamatukogu
1768570134,57.7323567 26.9275408,addr:city:Rõuge alevik;addr:country:EE;addr:housenumber:1;addr:postcode:66201;addr:street:Metsa;amenity:library;name:Rõuge Raamatukogu;name:et:Rõuge Raamatukogu;name:vro:Rõugõ raamadukogo;website:https://rouge.kovtp.ee/raamatukogud
1769504419,58.6958587 26.8473777,amenity:community_centre;name:Saare kultuurimaja
1786360358,59.3348261 24.0812329,lit:yes;man_made:tower;tower:type:lighting
1786360359,59.3353067 24.080084,lit:yes;man_made:tower;tower:type:lighting
1786360360,59.3353366 24.0818054,lit:yes;man_made:tower;tower:type:lighting
1787042264,59.5718425 25.2161658,disused:yes;man_made:lighthouse;name:Rammu alumine tuletorn
1787084841,59.5740252 25.2213022,man_made:tower;name:Linnuvaatlustorn;tourism:viewpoint;tower:type:observation
1800862845,57.7432169 26.6492601,amenity:library;name:Tsooru Raamatukogu
1815886241,58.3391801 25.5901766,addr:city:Viljandi;addr:country:EE;addr:postcode:70109;name:Sammuli;phone:+3725044298;tourism:camp_site;website:https://www.sammuli.ee/
1815886242,58.3378678 25.5886798,addr:city:Viljandi;addr:country:EE;addr:postcode:70109;name:Sammuli;phone:+3725044298;tourism:caravan_site;website:https://www.sammuli.ee/
1815952652,58.4505868 25.0375372,name:Karuskose OÜ;tourism:camp_site
1817761997,58.4252766 25.1661807,tourism:camp_site
1818753050,59.10646 24.1222619,man_made:tower;tower:construction:wood;tower:type:observation
1822887533,59.5062939 25.2638549,description:RMK lõkkekoht;name:Kaberneeme lõkkekohad;operator:RMK;source:www.rmk.ee;tourism:picnic_site
1823280727,58.496208 25.0084182,tourism:viewpoint
1825234562,59.4730909 25.3554472,historic:archaeological_site;name:Ohvrikivi
1825234584,59.4734941 25.357424,historic:archaeological_site;name:Burial mound
1825234588,59.4725514 25.3504717,historic:archaeological_site;name:Burial mound
1825234591,59.4740881 25.3597307,historic:archaeological_site;name:Burial mound
1825234595,59.4739083 25.3584647,historic:archaeological_site;name:Burial mound
1826545679,57.6888194 26.8902065,name:Saarlase Külalistemaja;tourism:motel
1827923599,58.3355438 25.1910761,name:Iia;tourism:camp_site
1830267410,58.6613946 24.161994,historic:ruins;name:Soontagana maalinn;name:en:Soontagana Stronghold;wikidata:Q12375242;wikipedia:et:Soontagana maalinn
1830267412,58.6592964 24.1648479,name:Soontagana vaatetorn;name:en:Soontagana Observation Tower;source:GPS trail;tourism:viewpoint
1833461825,58.6575853 24.1659701,tourism:picnic_site
1835122794,59.3368596 24.5844211,name:Saunapunkt;source:http://www.saunapunkt.ee/;tourism:caravan_site
1838821501,58.5866611 24.7859557,amenity:bank;name:SEB
1849158395,58.6953013 22.5229648,name:Camping site;source:survey;tourism:camp_site
1849565236,58.5881434 24.7849761,"amenity:townhall;name:Tootsi Vallavalitsus;opening_hours:Mo-Fr 08:00-12:00,12:30-16:30"
1851626227,58.2602424 22.4905495,name:SYG Hostel;tourism:hostel
1854747101,59.6484323 25.5071555,access:yes;historic:memorial;memorial:war_memorial;name:Juminda mine battle
1856376618,59.4386334 24.7816417,amenity:community_centre;club:student;club:student:fraternity;name:Korporatsioon Fraternitas Liviensis;website:https://liviensis.ee/
1859942485,58.1074447 27.4592947,addr:city:Räpina;addr:housenumber:25c;addr:postcode:64506;addr:street:Meeksi mnt;amenity:fuel;brand:Premium 7;fuel:diesel:yes;fuel:octane_95:yes;fuel:octane_98:yes;name:Premium-7 Räpina tankla;opening_hours:Mo-Su 07:00-22:00;operator:Sevenoil EST OÜ;self_service:no;website:https://www.premium7.ee/premium-teenindusjaamad-rapina-tankla
1867616527,59.4260591 24.7828926,amenity:bank;atm:no;name:Tavid;opening_hours:Mo-Su 09:00-21:00
1867616529,59.4262962 24.7848399,amenity:bank;atm:yes;opening_hours:Mo-Fr 10:00-21:00;Sa 10:00-17:00;operator:Swedbank
1868847507,59.6377097 25.0110519,man_made:tower;tower:type:communication
1874609772,59.3893193 24.6832488,historic:memorial;material:bronze;memorial:statue;name:Nikolai von Glehn;name:en:Nikolai von Glehn memorial;subject:wikidata:Q3341603;subject:wikipedia:et:Nikolai von Glehn;wikidata:Q65264710;wikipedia:et:Nikolai von Glehni ausammas
1878471579,59.4414472 24.760581,addr:city:Tallinn;addr:housenumber:5;addr:postcode:10151;addr:street:Paadi;name:Hestia Hotel Europa;operator:Hotell Euroopa OÜ;smoking:outside;tourism:hotel;website:https://www.hestiahotels.com/europa/en/;wheelchair:limited
1880861799,59.421438 24.7945288,amenity:bank;brand:SEB;brand:wikidata:Q975655;brand:wikipedia:en:SEB Group;indoor:yes;level:0;name:SEB;opening_hours:10:00-20:00;operator:SEB;phone:+372 665 5100;website:https://www.seb.ee/;wheelchair:yes
1889032297,58.7120303 25.9074396,man_made:tower;tower:type:communication
1890296645,58.2941385 22.1027947,man_made:tower;tower:type:observation
1890347793,58.1769573 22.2555676,height:21;historic:memorial;material:concrete;memorial:obelisk;start_date:1966;subject:wikidata:Q2065459;subject:wikipedia:et:Tehumardi öölahing;wikidata:Q4290173;wikipedia:et:Tehumardi mälestussammas
1890582151,58.358741 26.6758133,leisure:sports_centre;level:-1;opening_hours:Mo-Su 10:00-21:00;sport:ice_skating;website:https://astri.ee/lounakeskus/astri-arena/
1891813695,58.738224 25.7664465,man_made:tower;tower:type:communication
1891813776,58.7478912 25.7579266,man_made:tower;tower:type:communication
1891949014,58.6400079 25.9780794,man_made:tower;tower:type:communication
1893895155,57.8326924 27.0343423,amenity:fuel;brand:Premium-7;fuel:diesel:yes;fuel:octane_95:yes;fuel:octane_98:yes;name:Circle K;opening_hours:06:00-23:00;operator:Sevenoil Est OÜ;shop:yes
1893909606,57.8440089 27.0206207,amenity:fuel;brand:Olerex;brand:wikidata:Q16931205;brand:wikipedia:et:AS Olerex;compressed_air:yes;fuel:diesel:yes;fuel:octane_95:yes;name:Olerex;opening_hours:24/7;operator:Olerex AS;wheelchair:no
1893991041,58.667289 25.9822025,man_made:tower;tower:type:communication
1895396259,59.2622661 25.9631733,amenity:townhall;name:Tapa Vallavalitsus;townhall:type:municipality
1895485247,59.2602748 25.9552131,name:Tapa Muuseum;tourism:museum
1895497075,59.2611014 25.9603555,addr:city:Tapa;addr:housenumber:5;addr:postcode:45106;addr:street:1. mai pst;amenity:music_school;name:Tapa Muusikakool;website:https://www.tapamuusikakool.ee/
1896698896,57.8131655 26.9987796,amenity:fountain
1902273855,58.6039533 23.2244525,name:Aki Kämping;name:en:Aki Camping;tourism:camp_site
1902273856,58.2513056 22.4916482,name:B&B Kodumajutus;tourism:hostel
1902273860,58.3649872 22.6876788,name:Kõljala Pukeküla;tourism:camp_site
1902283071,58.3303615 24.2906134,tourism:camp_site
1902283075,58.3307768 24.2891824,tourism:hostel
1903289445,58.6475292 26.2748392,man_made:tower;tower:type:communication
1905538084,58.8197623 26.5990654,man_made:tower;tower:type:communication
1905675534,58.7461369 26.4178977,man_made:tower;tower:type:communication
