ext_id,coordinates,tags
node/4637485890,47.1290437 9.5239493,addr:country:LI;addr:postcode:9490;amenity:theatre;name:Kleintheater Schlösslekeller;name:de:Kleintheater Schlösslekeller;phone:+4232301040;website:https://schloesslekeller.li/
node/4759689347,47.1136906 9.5502891,name:Erichs Bildergalerie;name:de:Erichs Bildergalerie;tourism:gallery
node/4810122950,47.0604183 9.5167066,tourism:viewpoint
node/4880742119,47.1455952 9.5431405,fireplace:yes;name:Gaflei;tourism:picnic_site
node/5381432344,47.2138105 9.5268745,addr:city:Eschen;addr:country:LI;addr:housenumber:16;addr:postcode:9492;addr:street:Fronagass;amenity:library;internet_access:yes;name:Schul- und Gemeindebibliothek Eschen;phone:+423 373 30 40
node/5483580941,47.2429118 9.530174,bus:yes;name:Ruggell Noflerstrasse;public_transport:stop_position
node/5691208628,47.1398606 9.5256612,tourism:viewpoint
node/5771387094,47.2331881 9.5424001,leisure:firepit;name:Untere Burg Schellenberg
node/5771414554,47.2327777 9.5542646,leisure:firepit
node/5790234653,47.0769826 9.5139665,tourism:picnic_site
node/5792008681,47.1663653 9.5610399,access:yes;leisure:firepit;name:Feuerstelle Kuegrat
node/5842042686,47.130192 9.5151598,tourism:wilderness_hut
node/5948383103,47.2161417 9.551266,leisure:park;name:Weltacker Liechtenstein;note:Weltacker-Partner
node/6070513188,47.1110085 9.6062884,direction:180;tourism:viewpoint
node/6340964856,47.0663308 9.5116773,bus:yes;name:Balzers Oksaboda;public_transport:stop_position
node/6341453830,47.0689378 9.5027045,bus:yes;name:Balzers Gnetsch;public_transport:stop_position
node/6520959387,47.1021683 9.6083039,addr:city:Malbun;addr:postcode:9497;addr:street:Im Malbun;name:Falknerei Galina;tourism:attraction
node/6777179147,47.0859181 9.5278752,name:Lawena Museum (Elektromuseum);operator:Verein «Pro Lawena Museum»;tourism:museum;website:https://www.lkw.li/museum.html
node/6943141689,47.106109 9.5783321,leisure:firepit;name:Gänglesee
node/7289368402,47.136806 9.516427,bus:yes;name:Vaduz Am Schrägen Weg;public_transport:stop_position
node/7815157900,47.1432001 9.5509937,ele:1771;historic:memorial;inscription:Hier wurde am 14. Oktober 1874 der Wildschütz Xaver Beck von Triesenberg im Alter von 24 Jahren erschossen;material:stone;memorial:stone
node/8071657525,47.2351584 9.5609673,direction:140;tourism:viewpoint
node/8071657529,47.2370347 9.5629524,tourism:picnic_site
node/8324522023,47.0683269 9.5120143,access:yes;leisure:firepit;name:Funkenplatz;seasonal:yes
node/8324522029,47.0556316 9.4957586,access:yes;leisure:firepit;name:Funkenplatz;seasonal:yes
node/8422493380,47.1354109 9.5136031,"bench:yes;bin:yes;bus:yes;ele:456;highway:bus_stop;lit:no;name:Vaduz Wuhrstrasse;operator:LIEmobil;public_transport:platform;shelter:no;uic_name:Vaduz, Wuhrstrasse;uic_ref:8508150"
node/8422493382,47.1329708 9.5140105,"bench:no;bin:yes;bus:yes;ele:459;highway:bus_stop;lit:yes;name:Vaduz Werkbetrieb;operator:LIEmobil;public_transport:platform;shelter:no;source:DIDOK 2020;uic_name:Vaduz, Werkbetrieb;uic_ref:8508196"
node/8422493386,47.1363724 9.5189349,"bench:no;bin:yes;bus:yes;ele:455;highway:bus_stop;lit:yes;name:Vaduz Rätikonstrasse;operator:LIEmobil;public_transport:platform;shelter:no;source:DIDOK 2020;uic_name:Vaduz, Rätikonstrasse;uic_ref:8508220"
node/8422493395,47.1433892 9.5206707,"bus:yes;ele:481;highway:bus_stop;name:Vaduz Mitteldorf;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:DIDOK 2020;uic_name:Vaduz, Mitteldorf;uic_ref:8508137"
node/8422493397,47.145019 9.5213652,"bus:yes;ele:503;highway:bus_stop;name:Vaduz Rotes Haus;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:DIDOK 2020;uic_name:Vaduz, Rotes Haus;uic_ref:8508139"
node/8422496350,47.2127747 9.5168884,bus:yes;name:Eschen Rofenberg Kapelle;public_transport:stop_position
node/8422496353,47.2155298 9.5197853,"bus:yes;ele:502;highway:bus_stop;name:Eschen Kindergarten Schönabüel;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2020;uic_ref:8581824"
node/8422496364,47.2393905 9.5232285,"bus:yes;ele:433;highway:bus_stop;name:Ruggell REC;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2020;uic_ref:8509240"
node/8423202919,47.1463011 9.5177468,"bus:yes;ele:480;highway:bus_stop;name:Vaduz Schlössle;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:DIDOK 2020;uic_name:Vaduz, Schlössle;uic_ref:8502645"
node/8423202923,47.1483141 9.5157797,"bench:no;bin:yes;bus:yes;departures_board:timetable;ele:497;highway:bus_stop;name:Vaduz Spörry;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;shelter:no;source:DIDOK 2020;tactile_paving:no;uic_name:Vaduz, Spörry;uic_ref:8508239;wheelchair:limited"
node/8423202930,47.1548503 9.5148519,"bus:yes;ele:501;highway:bus_stop;name:Vaduz Schalunstrasse;operator:LIEmobil;public_transport:platform;source:DIDOK 2020;uic_name:Vaduz, Schalunstrasse;uic_ref:8508146"
node/8423202932,47.1554736 9.5124844,bus:yes;name:Vaduz Jägerweg;public_transport:stop_position
node/8423202934,47.1556222 9.5062591,"bus:yes;ele:504;highway:bus_stop;name:Vaduz Schulzentrum;operator:LIEmobil;public_transport:platform;uic_name:Vaduz, Schulzentrum;uic_ref:8580202"
node/8423202940,47.1524216 9.5058865,"bench:yes;bin:yes;bus:yes;ele:452;highway:bus_stop;lit:yes;name:Vaduz Freibad;operator:LIEmobil;public_transport:platform;shelter:yes;source:DIDOK 2020;uic_name:Vaduz, Freibad;uic_ref:8508234"
node/8423202942,47.1490507 9.5086557,"bus:yes;ele:453;highway:bus_stop;name:Vaduz Technopark;operator:LIEmobil;public_transport:platform;source:DIDOK 2020;uic_name:Vaduz, Technopark;uic_ref:8508232"
node/8423202944,47.1469249 9.510656,"bus:yes;ele:454;highway:bus_stop;name:Vaduz Lochgass;operator:LIEmobil;public_transport:platform;uic_name:Vaduz, Lochgass;uic_ref:8508230"
node/8423202949,47.1389523 9.5177495,"bus:yes;ele:454;highway:bus_stop;name:Vaduz Gemeindesaal;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;operator:LIEmobil;public_transport:platform;source:DIDOK 2020;uic_name:Vaduz, Gemeindesaal;uic_ref:8508224"
node/8427294536,47.2490253 9.5290647,"bench:yes;bin:yes;bus:yes;ele:433;highway:bus_stop;lit:yes;name:Ruggell Industriering;operator:LIEmobil;public_transport:platform;shelter:yes;uic_name:Ruggell, Industriering;uic_ref:8583548"
node/9042015036,47.1044509 9.606007,"capacity:12;caravans:no;charge:15.00 CHF / day;fee:yes;internet_access:no;maxstay:7 days;name:Stellplatz Malbun P2, Triesenberg;power_supply:yes;reservation:yes;sanitary_dump_station:customers;tents:no;toilets:no;tourism:caravan_site;water_point:yes;website:https://www.gocamping.ch"
node/9062894172,47.0663681 9.5027444,addr:city:Balzers;addr:country:LI;addr:housenumber:51;addr:postcode:9496;addr:street:Fürstenstrasse;amenity:community_centre;community_centre:*;community_centre:for:senior;name:Treff bim Rosele;opening_hours:Mo-Fr 14:00-17:30; We off;operator:Gemeinde Balzers;operator:type:government
node/9235021299,47.103735 9.6206653,tourism:viewpoint
node/9235027634,47.1194041 9.5427163,direction:225-295;tourism:viewpoint
node/9283978676,47.206532 9.5382049,tourism:artwork
node/9353798983,47.0612655 9.4899632,bus:yes;name:Balzers Mariahilf;public_transport:stop_position
node/9353798985,47.0608306 9.4937059,"bus:yes;departures_board:timetable;ele:475;highway:bus_stop;name:Balzers Unterm Stein;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;network:wikipedia:de:Verkehrsbetrieb LIECHTENSTEINmobil;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2022;uic_name:Balzers, Unterm Stein;uic_ref:8510317"
node/9353798987,47.0633029 9.4985348,"bin:yes;bus:yes;departures_board:timetable;ele:474;highway:bus_stop;name:Balzers Haus Gutenberg;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;network:wikipedia:de:Verkehrsbetrieb LIECHTENSTEINmobil;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2022;uic_name:Balzers, Haus Gutenberg;uic_ref:8510316"
node/9353798989,47.0650688 9.4985029,"bin:yes;bus:yes;departures_board:timetable;ele:474;highway:bus_stop;name:Balzers Schlossgarten;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;network:wikipedia:de:Verkehrsbetrieb LIECHTENSTEINmobil;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2022;uic_name:Balzers, Schlossgarten;uic_ref:8510315"
node/9353798996,47.0633122 9.5104538,"bus:yes;ele:483;highway:bus_stop;name:Balzers Wingerta;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;network:wikipedia:de:Verkehrsbetrieb LIECHTENSTEINmobil;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2022;uic_name:Balzers, Wingerta;uic_ref:8510310"
node/9353798998,47.0604895 9.5118343,"bus:yes;ele:477;highway:bus_stop;name:Balzers St. Katrinabrunna;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;network:wikipedia:de:Verkehrsbetrieb LIECHTENSTEINmobil;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2022;uic_name:Balzers, St. Katrinabrunna;uic_ref:8510309"
node/9353799000,47.0627839 9.5130628,"bus:yes;ele:510;highway:bus_stop;name:Balzers Palduinstrasse;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;network:wikipedia:de:Verkehrsbetrieb LIECHTENSTEINmobil;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2022;uic_name:Balzers, Palduinstrasse;uic_ref:8510308"
node/9353799006,47.0708162 9.5109207,"bus:yes;ele:504;highway:bus_stop;name:Balzers Ramschwagweg;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;network:wikipedia:de:Verkehrsbetrieb LIECHTENSTEINmobil;operator:LIEmobil;public_transport:platform;source:Bundesamt für Verkehr (BAV), DIDOK 2022;uic_name:Balzers, Ramschwagweg;uic_ref:8510305"
node/9709139452,47.132196 9.5438265,man_made:tower;tower:type:bell_tower
node/9773489117,47.1324587 9.5116621,name:Grenzschild Liechtenstein-Schweiz;tourism:attraction;wheelchair:yes
node/9794337436,47.0634781 9.4933275,"bin:yes;bus:yes;departures_board:timetable;ele:475;highway:bus_stop;name:Balzers Rheinstrasse;network:Liechtenstein Bus;network:short:VLM;network:wikidata:Q172652;network:wikipedia:de:Verkehrsbetrieb LIECHTENSTEINmobil;operator:LIEmobil;public_transport:platform;shelter:no;source:Bundesamt für Verkehr (BAV), DIDOK 2022;uic_name:Balzers, Rheinstrasse;uic_ref:8574407"
node/9798942230,47.2364583 9.5204759,bus:yes;name:Ruggell Kreuzstrasse;public_transport:stop_position
node/9798942231,47.2369716 9.5209447,bus:yes;name:Ruggell Kreuzstrasse;public_transport:stop_position
node/9810388775,47.2637872 9.5337099,access:yes;covered:no;drinking_water:no;fireplace:yes;name:Grillstelle Kemmi Weienau;openfire:no;tourism:picnic_site;website:https://www.ruggell.li/veranstaltungsort/6901/Grillstelle%20Kemmi;wood_provided:yes
node/9810403155,47.0599523 9.512631,access:yes;covered:no;drinking_water:no;fireplace:yes;name:Grillstelle St. Kathrinabrunna;openfire:no;tourism:picnic_site;wood_provided:yes
node/9922270073,47.1311257 9.5328762,tourism:viewpoint
node/9985487659,47.0524344 9.4768455,leisure:firepit
node/10282194069,47.0655886 9.5074692,artwork_type:sculpture;tourism:artwork
node/10577460810,47.2395484 9.5659971,direction:140;tourism:viewpoint
node/10753789571,47.2602257 9.5309457,leisure:firepit
node/10968127241,47.2125462 9.5512809,amenity:fountain
node/10979660209,47.226931 9.545326,leisure:firepit
node/11042190136,47.0926648 9.5414904,tourism:picnic_site
node/11177491422,47.194291 9.5502984,direction:200;tourism:viewpoint
node/11226338467,47.1492055 9.5233627,artwork_subject:Schwarzspecht;artwork_type:sculpture;material:wood;name:Schwarzspecht;tourism:artwork
node/11226390608,47.1512184 9.5219844,artwork_subject:Biene auf Blüte;artwork_type:sculpture;material:wood;tourism:artwork
node/11226390610,47.1531017 9.5228456,name:Summstein;natural:stone;tourism:attraction
way/105541139,47.1862071 9.5683551,addr:city:Planken;addr:country:LI;addr:housenumber:34;addr:postcode:9498;addr:street:Gafadurastrasse;building:yes;contact:email:gafadurahuette@alpenverein.li;contact:phone:+423 787 14 28;name:Gafadurahütte;operator:L.A.C;tourism:alpine_hut;url:https://www.alpenverein.li/huetten/gafadurahuette-1428m;wikidata:Q3757173;wikimedia_commons:Category:Gafadurahütte;wikipedia:de:Gafadurahütte
way/129819996,47.1918448 9.5663271,building:yes;name:Uli Mariss Hütte;tourism:alpine_hut
way/133161424,47.2424734 9.5747602,alt_name:Tostner Burg;barrier:wall;castle_type:defensive;heritage:2;heritage:operator:bda;historic:castle;name:Ruine Tosters;ref:at:bda:88009;ruins:yes;wikidata:Q2175456;wikimedia_commons:Category:Burgruine Tosters;wikipedia:de:Ruine Tosters
way/145395030,47.0713932 9.6133071,addr:city:Triesenberg;addr:country:LI;addr:housenumber:65;addr:postcode:9497;addr:street:Valünastrasse;building:yes;ele:2111;internet_access:wlan;name:Pfälzerhütte;tourism:alpine_hut;wheelchair:no;wikidata:Q2084531;wikimedia_commons:Category:Pfälzerhütte;wikipedia:de:Pfälzerhütte
way/166817680,47.0886746 9.5240369,addr:city:Triesen;addr:country:LI;addr:housenumber:17;addr:postcode:9495;addr:street:Alte Landstrasse;building:yes;email:info@saega.li;name:Hotel Garni Säga;phone:+423 3924377;tourism:hotel;website:http://www.saega.li/
way/192543943,47.110618 9.5202952,addr:city:Triesen;addr:country:LI;addr:housenumber:3;addr:postcode:9495;addr:street:Blumenau;building:stadium;leisure:sports_centre;name:Freizeitpark Blumenau
way/218439587,47.116244 9.5649269,addr:city:Triesenberg;addr:country:LI;addr:housenumber:41;addr:postcode:9497;addr:street:Steg;building:yes;name:Berggasthaus Sücka;source:knowledge of a place and Bing background picture;tourism:hotel
way/297820163,47.1061738 9.5437451,addr:city:Triesenberg;addr:country:LI;addr:housenumber:70;addr:postcode:9497;addr:street:Chalberrütistrasse;building:yes;name:Lama- & Alpakahof Triesenberg;operator:Marc Schädler;tourism:attraction
way/298583341,47.1078007 9.5321654,addr:city:Triesen;addr:country:LI;addr:housenumber:19;addr:postcode:9495;addr:street:St. Mamertenweg;amenity:place_of_worship;building:chapel;denomination:roman_catholic;name:Sankt Mamerten;religion:christian
way/298855563,47.110313 9.6022615,building:yes;tourism:wilderness_hut
way/319011420,47.1635896 9.5170896,leisure:park
way/449132766,47.1150193 9.541163,leisure:sports_centre;name:Sportanlage Leitawis;wikidata:Q2135126;wikipedia:en:Sportanlage Leitawies
way/453850967,47.2082737 9.5417353,leisure:sports_centre;name:Sportpark Eschen/Mauren;toilets:wheelchair:yes;wheelchair:yes
way/464627584,47.246034 9.5289453,leisure:sports_centre
way/481213656,47.1662683 9.4958162,building:yes;leisure:sports_centre;name:Boccia Club;sport:boules
way/485352141,47.1548738 9.5030718,amenity:school;name:Schulzentrum Mühleholz
way/485592605,47.1512802 9.5014113,leisure:sports_centre
way/491625232,47.1095164 9.519056,leisure:stadium;name:Freizeitpark Blumenau;sport:soccer;wikidata:Q3036865;wikipedia:en:Sportanlage Blumenau
way/529181528,47.110601 9.5201401,addr:city:Triesen;addr:country:LI;addr:housenumber:1;addr:postcode:9495;addr:street:Blumenau;building:stadium;leisure:sports_centre;name:Freizeitpark Blumenau
way/570382107,47.2285984 9.5123839,amenity:place_of_worship;building:chapel;religion:christian
way/987120735,47.1736375 9.512998,addr:city:Schaan;addr:country:LI;addr:housenumber:100;addr:postcode:9494;addr:street:Im alten Riet;building:yes;leisure:sports_centre;name:Tennishalle Schaan;sport:tennis
way/1241117415,47.2216988 9.5334841,amenity:place_of_worship;building:chapel;image:https://www.eschen.li/wp-content/uploads/2023/02/buehl-kappele-960x640.jpg;name:Bühl-Kappele;religion:christian
